Device ID,Time [UTC+00:00],PM1 1-Hour Mean Mass Concentration Calibrated [ug/m3],PM1 1-Hour Mean Mass Concentration Raw [ug/m3],PM1 1-Hour Mean Number Concentration [#/cm3],PM2.5 1-Hour Mean Mass Concentration Calibrated [ug/m3],PM2.5 1-Hour Mean Mass Concentration Raw [ug/m3],PM2.5 1-Hour Mean Number Concentration [#/cm3],PM2.5 NowCast Mass Concentration [ug/m3],PM2.5 NowCast AQI (US EPA),PM2.5 24-Hour Rolling Mean Mass Concentration Calibrated [ug/m3],PM2.5 24-Hour Rolling Mean Mass Concentration Raw [ug/m3],PM2.5 24-Hour Rolling Mean Number Concentration [#/cm3],PM2.5 1-Hour Mean AQI (WA DWER),PM10 1-Hour Mean Mass Concentration Calibrated [ug/m3],PM10 1-Hour Mean Mass Concentration Raw [ug/m3],PM10 1-Hour Mean Number Concentration [#/cm3],PM10 24-Hour Rolling Mean Mass Concentration Calibrated [ug/m3],PM10 24-Hour Rolling Mean Mass Concentration Raw [ug/m3],PM10 24-Hour Rolling Mean Number Concentration [#/cm3],PM10 1-Hour Mean AQI (WA DWER),NO2 1-Hour Mean Concentration Calibrated [ppb],NO2 1-Hour Mean Concentration Raw [ppb],NO2 1-Hour Mean AQI (US EPA),NO2 1-Hour Mean AQI (WA DWER),O3 1-Hour Mean Concentration Raw [ppb],Temperature Internal 1-Hour Mean [degC],Temperature Ambient 1-Hour Mean [degC],Rel. Humidity Internal 1-Hour Mean [%],Rel. Humidity Ambient 1-Hour Mean [%],Wind Speed 1-Hour Mean [m/s],Wind Direction 1-Hour Mean [degrees],Atmospheric Pressure 1-Hour Mean [hPa],latitude,longitude
RV7PD1M1,2022-11-30T08:00:00.000Z,,,,,13.04,,,48,,13.13,,13,,17.02,,,16.02,,17,,,,,,,,,,,,,44.664084,20.926728999999998
RQCHFQWB,2022-11-30T08:00:00.000Z,,,,,4.54,,,16,,9.42,,5,,5.85,,,10.2,,6,,10.5,10,10,,,,,,,,,44.798745999999994,20.450184
RH91V0ZQ,2022-11-30T08:00:00.000Z,,,,,,,,,,,,,,,,,,,,,3.94,4,4,,,,,,,,,44.652336,20.931675
RNVM05M6,2022-11-30T08:00:00.000Z,,,,,,,,,,,,,,,,,,,,,9.14,9,9,16.81,,,,,,,,44.796958999999994,20.475288
RQMLY1RN,2022-11-30T08:00:00.000Z,,,,,,,,,,,,,,,,,,,,,7.55,7,8,,,,,,,,,44.011572999999984,20.925031
RMQF0HMT,2022-11-30T08:00:00.000Z,,,,,4.17,,,16,,11.78,,4,,8.69,,,14.3,,9,,8.94,8,9,14.71,,,,,,,,44.82111999999999,20.459113000000002
A5H2PCSZ,2022-11-30T07:00:00.000Z,,18,30.91,,30.07,32.61,,71,,29.41,34.55,30,,33.43,32.86,,33.36,34.78,33,,12.91,12,13,,23.05,,36.97,,,,,44.797027,20.528377
A0VTV4M9,2022-11-30T07:00:00.000Z,,8.64,10.65,,15.15,11.16,,57,,35.95,24.65,15,,18.67,11.27,,46.88,24.96,19,,4.29,4,4,,6.77,,67.65,,,,,44.010408,20.91121
AQVRLJYL,2022-11-30T07:00:00.000Z,,,,,,,,,,76.71,34.06,,,,,,123.71,34.7,,,7.8,7,8,,6.99,,74.96,,,,,44.664514,20.928384
ABZ0QQ65,2022-11-30T07:00:00.000Z,,5.21,11.28,,8.37,11.72,,38,,20.73,25.38,8,,9.05,11.79,,22.53,25.51,9,,1.97,2,2,,25.43,,29.39,,,,,44.664514,20.928384
AY1R2WBZ,2022-11-30T07:00:00.000Z,,10.55,16.86,,17.11,17.6,,53,,29.5,29.11,17,,20.01,17.73,,37.04,29.4,20,,7.72,7,8,,18.25,,42.87,,,,,43.0671684,22.4085712
A3QK8XR1,2022-11-30T07:00:00.000Z,,4.92,9.55,,8.21,10.01,,38,,23.92,26.47,8,,11.83,10.11,,32.56,26.71,12,,4.24,4,4,,20.64,,32.13,,,,,44.010408,20.91121
AC8QFXSV,2022-11-30T07:00:00.000Z,,2.78,4.91,,6.14,5.1,,30,,9.88,7.57,6,,8.51,5.17,,13.57,7.65,9,,11.65,11,12,,1.92,,78.85,,,,,43.273598233937264,20.002305028664463
AHVMMMWN,2022-11-30T07:00:00.000Z,,16.36,19.69,,26.12,20.67,,69,,31.7,26.26,26,,35.09,20.85,,43.33,26.51,35,,4.76,4,5,,5.97,,78.39,,,,,43.0671684,22.4085712
A9YQLGCC,2022-11-30T07:00:00.000Z,,46.35,57.98,,75.87,61.24,,156,,49.91,36.24,76,,108.28,61.99,,72.27,36.68,108,,9.99,9,10,,3.84,,84.9,,,,,42.5366089,20.2955676
A2027ZB9,2022-11-30T07:00:00.000Z,,4.62,6.73,,9.89,7.02,,35,,33.4,20.26,10,,12.61,7.1,,42.95,20.55,13,,4.99,5,5,,6.87,,71.62,,,,,44.797027,20.528377
RQMLY1RN,2022-11-30T07:00:00.000Z,,,,,,,,,,,,,,,,,,,,,12.27,12,12,,,,,,,,,44.011572999999984,20.925031
RV7PD1M1,2022-11-30T07:00:00.000Z,,,,,14.2,,,41,,13.43,,14,,18.6,,,16.41,,19,,,,,,,,,,,,,44.664084,20.926728999999998
RH91V0ZQ,2022-11-30T07:00:00.000Z,,,,,,,,,,,,,,,,,,,,,4.21,4,4,,,,,,,,,44.652336,20.931675
RQCHFQWB,2022-11-30T07:00:00.000Z,,,,,3.74,,,14,,10,,4,,4.67,,,10.82,,5,,9.63,9,10,,,,,,,,,44.798745999999994,20.450184
RNVM05M6,2022-11-30T07:00:00.000Z,,,,,,,,,,,,,,,,,,,,,9.41,9,9,11,,,,,,,,44.796958999999994,20.475288
RMQF0HMT,2022-11-30T07:00:00.000Z,,,,,3.99,,,15,,12.41,,4,,6.74,,,14.98,,7,,9.29,9,9,9.64,,,,,,,,44.82111999999999,20.459113000000002
A5H2PCSZ,2022-11-30T06:00:00.000Z,,6.53,12.09,,11.24,12.74,,54,,29.3,34.41,11,,11.98,12.83,,33.16,34.64,12,,2.73,3,3,,21.89,,33.67,,,,,44.797027,20.528377
AQVRLJYL,2022-11-30T06:00:00.000Z,,,,,,,,,,72.71,31.76,,,,,,120.17,32.35,,,7.49,7,7,,6.43,,76.92,,,,,44.664514,20.928384
A9YQLGCC,2022-11-30T06:00:00.000Z,,39.33,45.02,,64.38,47.37,,143,,48.56,35.04,64,,91.37,47.9,,70.1,35.46,91,,11.43,11,11,,3.11,,84.68,,,,,42.5366089,20.2955676
A2027ZB9,2022-11-30T06:00:00.000Z,,2.83,4.9,,7.14,5.15,,29,,35.23,21.18,7,,9.91,5.23,,45.37,21.49,10,,6.36,6,6,,6.48,,73.31,,,,,44.797027,20.528377
A0VTV4M9,2022-11-30T06:00:00.000Z,,6.77,8.89,,12.22,9.23,,57,,37.87,25.8,12,,14.23,9.33,,49.68,26.12,14,,4.25,4,4,,6.52,,68.1,,,,,44.010408,20.91121
ABZ0QQ65,2022-11-30T06:00:00.000Z,,5.01,10.54,,8.89,11.06,,40,,21.54,26.24,9,,9.8,11.14,,23.42,26.38,10,,1.7,2,2,,24.98,,29.78,,,,,44.664514,20.928384
AHVMMMWN,2022-11-30T06:00:00.000Z,,15.41,18.21,,24.41,19.11,,58,,32.67,26.77,24,,32.11,19.29,,44.65,27.02,32,,5.21,5,5,,5.54,,79.37,,,,,43.0671684,22.4085712
AY1R2WBZ,2022-11-30T06:00:00.000Z,,4.22,8.05,,7.63,8.41,,39,,30.62,30.33,8,,9.27,8.48,,38.54,30.63,9,,7.01,7,7,,17.53,,42.53,,,,,43.0671684,22.4085712
AC8QFXSV,2022-11-30T06:00:00.000Z,,5.07,7.09,,9.37,7.32,,33,,10.06,7.7,9,,12.61,7.4,,13.81,7.78,13,,13.19,12,13,,1.49,,79.62,,,,,43.273598233937264,20.002305028664463
A3QK8XR1,2022-11-30T06:00:00.000Z,,6.59,11.98,,10.12,12.54,,42,,25.25,27.93,10,,14.42,12.64,,34.37,28.19,14,,5.12,5,5,,20.62,,32.68,,,,,44.010408,20.91121
RQMLY1RN,2022-11-30T06:00:00.000Z,,,,,,,,,,,,,,,,,,,,,13.17,12,13,,,,,,,,,44.011572999999984,20.925031
RMQF0HMT,2022-11-30T06:00:00.000Z,,,,,3.09,,,15,,13.05,,3,,3.57,,,15.67,,4,,8.07,8,8,8.15,,,,,,,,44.82111999999999,20.459113000000002
RH91V0ZQ,2022-11-30T06:00:00.000Z,,,,,,,,,,,,,,,,,,,,,4.76,4,5,,,,,,,,,44.652336,20.931675
RQCHFQWB,2022-11-30T06:00:00.000Z,,,,,3.23,,,12,,10.64,,3,,3.89,,,11.55,,4,,9.41,9,9,,,,,,,,,44.798745999999994,20.450184
RNVM05M6,2022-11-30T06:00:00.000Z,,,,,,,,,,,,,,,,,,,,,9.07,9,9,9.09,,,,,,,,44.796958999999994,20.475288
RV7PD1M1,2022-11-30T06:00:00.000Z,,,,,7.87,,,23,,13.68,,8,,8.24,,,16.6,,8,,,,,,,,,,,,,44.664084,20.926728999999998
A5H2PCSZ,2022-11-30T05:00:00.000Z,,7.95,13.86,,12.92,14.57,,59,,30.07,35.15,13,,13.52,14.66,,34.01,35.39,14,,5.61,5,6,,20.92,,34.64,,,,,44.797027,20.528377
A9YQLGCC,2022-11-30T05:00:00.000Z,,24.29,25.83,,42.31,27.39,,115,,47.8,34.53,42,,62.12,27.75,,68.97,34.94,62,,8.66,8,9,,2.48,,84.72,,,,,42.5366089,20.2955676
AC8QFXSV,2022-11-30T05:00:00.000Z,,3.54,5.92,,7.17,6.1,,28,,10.19,7.78,7,,9.81,6.16,,13.92,7.86,10,,11.58,11,12,,1.28,,79.71,,,,,43.273598233937264,20.002305028664463
A3QK8XR1,2022-11-30T05:00:00.000Z,,5.81,10.99,,9.54,11.53,,43,,26.26,28.86,10,,13.08,11.62,,35.78,29.13,13,,5.26,5,5,,20.39,,32.78,,,,,44.010408,20.91121
AQVRLJYL,2022-11-30T05:00:00.000Z,,,,,,,,,,72.71,31.76,,,,,,120.17,32.35,,,7.45,7,7,,6.07,,77.41,,,,,44.664514,20.928384
A2027ZB9,2022-11-30T05:00:00.000Z,,1.09,3.25,,4.12,3.38,,29,,37.28,22.22,4,,5.42,3.43,,48.09,22.54,5,,6.21,6,6,,6.35,,73.73,,,,,44.797027,20.528377
AY1R2WBZ,2022-11-30T05:00:00.000Z,,3.55,7.31,,6.83,7.62,,46,,31.84,31.52,7,,8.07,7.68,,40.03,31.84,8,,4.42,4,4,,17.34,,41.59,,,,,43.0671684,22.4085712
A0VTV4M9,2022-11-30T05:00:00.000Z,,8.87,10.64,,16.17,11.16,,63,,39.76,26.8,16,,20.56,11.3,,52.54,27.14,21,,6.29,6,6,,6.33,,70.33,,,,,44.010408,20.91121
AHVMMMWN,2022-11-30T05:00:00.000Z,,3.13,5.5,,4.91,5.7,,25,,37.18,30.61,5,,8.83,5.75,,51.08,30.91,9,,4.66,4,5,,5.44,,79.38,,,,,43.0671684,22.4085712
ABZ0QQ65,2022-11-30T05:00:00.000Z,,5.39,11.47,,8.95,12.02,,44,,22.32,27.15,9,,9.65,12.09,,24.28,27.3,10,,2.3,2,2,,23.8,,30.97,,,,,44.664514,20.928384
RNVM05M6,2022-11-30T05:00:00.000Z,,,,,,,,,,,,,,,,,,,,,5.96,6,6,10.98,,,,,,,,44.796958999999994,20.475288
RH91V0ZQ,2022-11-30T05:00:00.000Z,,,,,,,,,,,,,,,,,,,,,3.92,4,4,,,,,,,,,44.652336,20.931675
RQMLY1RN,2022-11-30T05:00:00.000Z,,,,,,,,,,,,,,,,,,,,,12.73,12,13,,,,,,,,,44.011572999999984,20.925031
RQCHFQWB,2022-11-30T05:00:00.000Z,,,,,2.42,,,12,,11.25,,2,,2.79,,,12.18,,3,,7.85,7,8,,,,,,,,,44.798745999999994,20.450184
RV7PD1M1,2022-11-30T05:00:00.000Z,,,,,3.28,,,14,,14.22,,3,,3.27,,,17.25,,3,,,,,,,,,,,,,44.664084,20.926728999999998
RMQF0HMT,2022-11-30T05:00:00.000Z,,,,,2.98,,,16,,13.75,,3,,3.08,,,16.49,,3,,7.16,7,7,8.78,,,,,,,,44.82111999999999,20.459113000000002
A5H2PCSZ,2022-11-30T04:00:00.000Z,,9.83,16.33,,15.26,17.14,,66,,30.9,35.89,15,,16.1,17.24,,34.95,36.13,16,,7.93,7,8,,20.03,,35.54,,,,,44.797027,20.528377
AC8QFXSV,2022-11-30T04:00:00.000Z,,2.86,5.21,,6.31,5.36,,26,,10.38,7.88,6,,8.81,5.43,,14.1,7.97,9,,10.8,10,11,,1.09,,79.49,,,,,43.273598233937264,20.002305028664463
AHVMMMWN,2022-11-30T04:00:00.000Z,,1.4,3.48,,2.85,3.64,,30,,39.02,31.67,3,,5.96,3.7,,53.52,31.98,6,,4.44,4,4,,5.53,,78.77,,,,,43.0671684,22.4085712
ABZ0QQ65,2022-11-30T04:00:00.000Z,,6.45,13.23,,10.54,13.82,,51,,23.21,28.17,11,,11.31,13.9,,25.31,28.33,11,,4.33,4,4,,22.49,,32.54,,,,,44.664514,20.928384
A9YQLGCC,2022-11-30T04:00:00.000Z,,18.8,19.35,,33.5,20.51,,112,,47.73,34.51,34,,48.6,20.77,,68.77,34.92,49,,9.06,9,9,,1.82,,84.71,,,,,42.5366089,20.2955676
A3QK8XR1,2022-11-30T04:00:00.000Z,,6.79,12.08,,10.98,12.65,,46,,27.31,29.86,11,,15.48,12.76,,37.24,30.13,15,,4.17,4,4,,20.14,,32.34,,,,,44.010408,20.91121
A0VTV4M9,2022-11-30T04:00:00.000Z,,11.6,13.63,,20.14,14.32,,67,,41.43,27.68,20,,25.9,14.46,,55.04,28.03,26,,6.47,6,6,,6.39,,70.79,,,,,44.010408,20.91121
AQVRLJYL,2022-11-30T04:00:00.000Z,,,,,,,,,,72.71,31.76,,,,,,120.17,32.35,,,8.42,8,8,,5.98,,77.82,,,,,44.664514,20.928384
AY1R2WBZ,2022-11-30T04:00:00.000Z,,5.54,9.94,,9.79,10.37,,58,,32.24,31.85,10,,11.27,10.46,,40.48,32.17,11,,4,4,4,,17.36,,41.37,,,,,43.0671684,22.4085712
A2027ZB9,2022-11-30T04:00:00.000Z,,3.23,5.11,,6.4,5.31,,41,,39.36,23.22,6,,7.81,5.36,,51,23.56,8,,7.47,7,7,,6.31,,75.05,,,,,44.797027,20.528377
RQCHFQWB,2022-11-30T04:00:00.000Z,,,,,2.33,,,13,,11.96,,2,,2.39,,,12.91,,2,,5.55,5,6,,,,,,,,,44.798745999999994,20.450184
RMQF0HMT,2022-11-30T04:00:00.000Z,,,,,3.86,,,21,,14.43,,4,,3.88,,,17.21,,4,,5.85,6,6,11.36,,,,,,,,44.82111999999999,20.459113000000002
RQMLY1RN,2022-11-30T04:00:00.000Z,,,,,,,,,,,,,,,,,,,,,11.32,11,11,,,,,,,,,44.011572999999984,20.925031
RV7PD1M1,2022-11-30T04:00:00.000Z,,,,,2.91,,,14,,14.93,,3,,3.02,,,18.06,,3,,,,,,,,,,,,,44.664084,20.926728999999998
RNVM05M6,2022-11-30T04:00:00.000Z,,,,,,,,,,,,,,,,,,,,,4.94,5,5,13.3,,,,,,,,44.796958999999994,20.475288
RH91V0ZQ,2022-11-30T04:00:00.000Z,,,,,,,,,,,,,,,,,,,,,3.81,4,4,,,,,,,,,44.652336,20.931675
A5H2PCSZ,2022-11-30T03:00:00.000Z,,11.65,19.29,,19.21,20.25,,74,,31.69,36.61,19,,20.3,20.4,,35.88,36.87,20,,7.79,7,8,,20.03,,35.49,,,,,44.797027,20.528377
AHVMMMWN,2022-11-30T03:00:00.000Z,,1.23,3.46,,2.9,3.62,,48,,40.05,32.2,3,,6.56,3.68,,54.94,32.52,7,,5.22,5,5,,5.22,,79.38,,,,,43.0671684,22.4085712
AY1R2WBZ,2022-11-30T03:00:00.000Z,,8.82,14.14,,14.96,14.82,,70,,32.41,32.01,15,,17.25,14.94,,40.67,32.33,17,,3.57,3,4,,17.44,,41.18,,,,,43.0671684,22.4085712
A2027ZB9,2022-11-30T03:00:00.000Z,,4.42,6.72,,9.36,7.04,,53,,41.79,24.42,9,,12.03,7.11,,54.58,24.79,12,,7.91,7,8,,6.38,,75.29,,,,,44.797027,20.528377
AC8QFXSV,2022-11-30T03:00:00.000Z,,1.93,4.28,,5.24,4.41,,26,,10.35,7.85,5,,7.74,4.48,,14.01,7.93,8,,10.58,10,11,,0.85,,79.54,,,,,43.273598233937264,20.002305028664463
ABZ0QQ65,2022-11-30T03:00:00.000Z,,7.56,15.24,,12.07,15.95,,54,,24.1,29.24,12,,13.15,16.03,,26.38,29.4,13,,9.74,9,10,,19.91,,36.23,,,,,44.664514,20.928384
AQVRLJYL,2022-11-30T03:00:00.000Z,,,,,,,,,,72.71,31.76,,,,,,120.17,32.35,,,7.11,7,7,,5.98,,78.32,,,,,44.664514,20.928384
A9YQLGCC,2022-11-30T03:00:00.000Z,,24.07,24.87,,42.66,26.35,,130,,47.39,34.35,43,,60.64,26.69,,68.3,34.76,61,,9.21,9,9,,2.07,,83.8,,,,,42.5366089,20.2955676
A0VTV4M9,2022-11-30T03:00:00.000Z,,12.47,13.96,,21.55,14.64,,66,,43.13,28.54,22,,27.98,14.81,,57.56,28.92,28,,6.05,6,6,,6.34,,71.13,,,,,44.010408,20.91121
A3QK8XR1,2022-11-30T03:00:00.000Z,,6.55,12.21,,11.24,12.82,,45,,28.74,31.44,11,,15.19,12.93,,39.26,31.74,15,,3.8,4,4,,20.12,,32.49,,,,,44.010408,20.91121
RH91V0ZQ,2022-11-30T03:00:00.000Z,,,,,,,,,,,,,,,,,,,,,3.75,4,4,,,,,,,,,44.652336,20.931675
RQMLY1RN,2022-11-30T03:00:00.000Z,,,,,,,,,,,,,,,,,,,,,6.45,6,6,,,,,,,,,44.011572999999984,20.925031
RV7PD1M1,2022-11-30T03:00:00.000Z,,,,,2.85,,,16,,15.6,,3,,2.88,,,18.82,,3,,,,,,,,,,,,,44.664084,20.926728999999998
RNVM05M6,2022-11-30T03:00:00.000Z,,,,,,,,,,,,,,,,,,,,,4.46,4,4,15.8,,,,,,,,44.796958999999994,20.475288
RQCHFQWB,2022-11-30T03:00:00.000Z,,,,,3.18,,,17,,12.84,,3,,3.24,,,13.8,,3,,4.96,5,5,,,,,,,,,44.798745999999994,20.450184
RMQF0HMT,2022-11-30T03:00:00.000Z,,,,,5.3,,,25,,15.21,,5,,5.75,,,18.02,,6,,5.43,5,5,13.32,,,,,,,,44.82111999999999,20.459113000000002
A5H2PCSZ,2022-11-30T02:00:00.000Z,,14.38,23.59,,23.38,24.86,,81,,32.35,37.28,23,,24.85,25.02,,36.67,37.54,25,,7.52,7,8,,20.34,,35.34,,,,,44.797027,20.528377
AY1R2WBZ,2022-11-30T02:00:00.000Z,,12.55,19.31,,21.23,20.19,,83,,32.32,31.93,21,,24.09,20.38,,40.55,32.25,24,,3.35,3,3,,17.52,,41.09,,,,,43.0671684,22.4085712
A0VTV4M9,2022-11-30T02:00:00.000Z,,8.15,10.02,,14.91,10.51,,61,,45.46,30.21,15,,18.3,10.63,,61.11,30.61,18,,5.28,5,5,,6.27,,70.14,,,,,44.010408,20.91121
A3QK8XR1,2022-11-30T02:00:00.000Z,,5.9,10.86,,9.61,11.4,,44,,30.43,33.58,10,,13.25,11.49,,41.67,33.91,13,,3.75,4,4,,20.24,,32.34,,,,,44.010408,20.91121
AHVMMMWN,2022-11-30T02:00:00.000Z,,9.08,11.69,,15.71,12.26,,68,,41.03,32.72,16,,21.51,12.39,,56.21,33.04,22,,5.08,5,5,,5.16,,77.99,,,,,43.0671684,22.4085712
A2027ZB9,2022-11-30T02:00:00.000Z,,6.8,8.56,,11.87,8.92,,61,,44.15,25.59,12,,13.78,8.99,,58.02,25.99,14,,7.73,7,8,,6.44,,74.86,,,,,44.797027,20.528377
A9YQLGCC,2022-11-30T02:00:00.000Z,,29.4,31.74,,49.63,33.51,,138,,46.87,34.08,50,,71.63,33.91,,67.49,34.48,72,,8.81,8,9,,2.38,,83.09,,,,,42.5366089,20.2955676
AC8QFXSV,2022-11-30T02:00:00.000Z,,1.54,3.8,,4.1,3.88,,29,,10.31,7.83,4,,5.65,3.93,,13.95,7.91,6,,10.63,10,11,,0.6,,79.66,,,,,43.273598233937264,20.002305028664463
AQVRLJYL,2022-11-30T02:00:00.000Z,,,,,,,,,,72.71,31.76,,,,,,120.17,32.35,,,7.96,8,8,,5.92,,78.45,,,,,44.664514,20.928384
ABZ0QQ65,2022-11-30T02:00:00.000Z,,8.87,17.15,,13.73,17.96,,58,,24.99,30.38,14,,14.9,18.05,,27.51,30.54,15,,11.63,11,12,,18.83,,37.8,,,,,44.664514,20.928384
RH91V0ZQ,2022-11-30T02:00:00.000Z,,,,,,,,,,,,,,,,,,,,,3.86,4,4,,,,,,,,,44.652336,20.931675
RMQF0HMT,2022-11-30T02:00:00.000Z,,,,,5.32,,,29,,15.95,,5,,5.6,,,18.76,,6,,5.11,5,5,16.47,,,,,,,,44.82111999999999,20.459113000000002
RV7PD1M1,2022-11-30T02:00:00.000Z,,,,,3.88,,,21,,16.38,,4,,4.06,,,19.61,,4,,,,,,,,,,,,,44.664084,20.926728999999998
RNVM05M6,2022-11-30T02:00:00.000Z,,,,,,,,,,,,,,,,,,,,,4.08,4,4,17.68,,,,,,,,44.796958999999994,20.475288
RQMLY1RN,2022-11-30T02:00:00.000Z,,,,,,,,,,,,,,,,,,,,,6.19,6,6,,,,,,,,,44.011572999999984,20.925031
RQCHFQWB,2022-11-30T02:00:00.000Z,,,,,3.45,,,21,,13.7,,3,,3.53,,,14.67,,4,,4.91,5,5,,,,,,,,,44.798745999999994,20.450184
A5H2PCSZ,2022-11-30T01:00:00.000Z,,16.06,26.17,,26.34,27.53,,89,,32.88,37.85,26,,28.1,27.74,,37.42,38.12,28,,7.45,7,7,,20.7,,35.13,,,,,44.797027,20.528377
A0VTV4M9,2022-11-30T01:00:00.000Z,,10.28,12.06,,18.23,12.6,,66,,48.08,32.09,18,,23.23,12.74,,65.07,32.53,23,,5.02,5,5,,6.29,,69.94,,,,,44.010408,20.91121
AQVRLJYL,2022-11-30T01:00:00.000Z,,,,,,,,,,72.71,31.76,,,,,,120.17,32.35,,,8.71,8,9,,6.13,,78.24,,,,,44.664514,20.928384
ABZ0QQ65,2022-11-30T01:00:00.000Z,,9.55,18.58,,14.97,19.45,,62,,25.92,31.57,15,,16.05,19.54,,28.71,31.75,16,,12.23,12,12,,19.01,,37.53,,,,,44.664514,20.928384
AY1R2WBZ,2022-11-30T01:00:00.000Z,,16.62,25.08,,27.47,26.3,,98,,32.08,31.75,27,,31.37,26.49,,40.28,32.06,31,,3.41,3,3,,17.59,,41.16,,,,,43.0671684,22.4085712
A3QK8XR1,2022-11-30T01:00:00.000Z,,5.54,10.47,,8.51,10.96,,48,,31.8,35.07,9,,12.01,11.04,,43.62,35.41,12,,2.88,3,3,,20.38,,32.21,,,,,44.010408,20.91121
AC8QFXSV,2022-11-30T01:00:00.000Z,,4.47,6.35,,10.69,6.59,,41,,10.27,7.78,11,,15.89,6.7,,13.91,7.87,16,,11.58,11,12,,0.18,,80.15,,,,,43.273598233937264,20.002305028664463
AHVMMMWN,2022-11-30T01:00:00.000Z,,6.12,8.42,,9.79,8.77,,78,,41.29,32.79,10,,13.38,8.84,,56.58,33.12,13,,3.89,4,4,,5.53,,76.37,,,,,43.0671684,22.4085712
A9YQLGCC,2022-11-30T01:00:00.000Z,,31.23,33.13,,52.88,35,,138,,46.14,33.55,53,,76.43,35.47,,66.31,33.94,76,,8.96,8,9,,2.79,,82.63,,,,,42.5366089,20.2955676
A2027ZB9,2022-11-30T01:00:00.000Z,,9.44,11.05,,17.99,11.58,,72,,46.35,26.64,18,,22.25,11.73,,61.35,27.07,22,,6.97,7,7,,6.58,,74.61,,,,,44.797027,20.528377
