Device ID,Time [UTC+00:00],PM1 1-Hour Mean Mass Concentration Calibrated [ug/m3],PM1 1-Hour Mean Mass Concentration Raw [ug/m3],PM1 1-Hour Mean Number Concentration [#/cm3],PM2.5 1-Hour Mean Mass Concentration Calibrated [ug/m3],PM2.5 1-Hour Mean Mass Concentration Raw [ug/m3],PM2.5 1-Hour Mean Number Concentration [#/cm3],PM2.5 NowCast Mass Concentration [ug/m3],PM2.5 NowCast AQI (US EPA),PM2.5 24-Hour Rolling Mean Mass Concentration Calibrated [ug/m3],PM2.5 24-Hour Rolling Mean Mass Concentration Raw [ug/m3],PM2.5 24-Hour Rolling Mean Number Concentration [#/cm3],PM2.5 1-Hour Mean AQI (WA DWER),PM10 1-Hour Mean Mass Concentration Calibrated [ug/m3],PM10 1-Hour Mean Mass Concentration Raw [ug/m3],PM10 1-Hour Mean Number Concentration [#/cm3],PM10 24-Hour Rolling Mean Mass Concentration Calibrated [ug/m3],PM10 24-Hour Rolling Mean Mass Concentration Raw [ug/m3],PM10 24-Hour Rolling Mean Number Concentration [#/cm3],PM10 1-Hour Mean AQI (WA DWER),NO2 1-Hour Mean Concentration Calibrated [ppb],NO2 1-Hour Mean Concentration Raw [ppb],NO2 1-Hour Mean AQI (US EPA),NO2 1-Hour Mean AQI (WA DWER),O3 1-Hour Mean Concentration Raw [ppb],Temperature Internal 1-Hour Mean [degC],Rel. Humidity Internal 1-Hour Mean [%],Wind Speed 1-Hour Mean [m/s],Wind Direction 1-Hour Mean [degrees],latitude,longitude
ABZ0QQ65,2022-03-31T07:00:00.000Z,,21.01,39.19,,33.79,41.05,,89,,29.65,35.59,34,,43.36,41.38,,36.32,35.85,43,,17.34,16,17,,25.59,30.41,,,44.664514,20.928384
AY1R2WBZ,2022-03-31T07:00:00.000Z,,43.28,95.15,,70.82,100.21,,154,,37.73,41.36,71,,88.2,101.04,,48.63,41.77,88,,11.75,11,12,,19.52,42.82,,,43.0671684,22.4085712
A3QK8XR1,2022-03-31T07:00:00.000Z,,17.32,31.27,,29.21,32.99,,83,,31.92,37.81,29,,46,33.43,,48.89,38.28,46,,9.65,9,10,,22.65,36.34,,,44.010408,20.91121
AC8QFXSV,2022-03-31T07:00:00.000Z,,15.77,19.81,,28.11,20.82,,86,,44.63,35.46,28,,36.53,21.07,,63.88,35.97,37,,9.74,9,10,,10.97,55.66,,,43.273598233937264,20.002305028664463
AHVMMMWN,2022-03-31T07:00:00.000Z,,100.03,177.23,,168.47,187.64,,203,,51.74,50.65,168,,207.63,189.31,,67.34,51.17,208,,15.69,15,16,,9.91,76.67,,,43.0671684,22.4085712
A9YQLGCC,2022-03-31T07:00:00.000Z,,0.27,2.23,,0.94,2.32,,7,,15.96,15.61,1,,3.09,2.37,,24.43,15.77,3,,7.45,7,7,,12.19,71.72,,,42.5366089,20.2955676
A2027ZB9,2022-03-31T07:00:00.000Z,,14.57,19.91,,26.6,20.93,,77,,26.36,23.57,27,,34.52,21.2,,33.71,23.82,35,,14.64,14,15,,15.19,58.1,,,44.797027,20.528377
RH91V0ZQ,2022-03-31T07:00:00.000Z,,,,,,,,,,,,,,,,,,,,,10.42,10,10,,,,,,44.652336,20.931675
RQCHFQWB,2022-03-31T07:00:00.000Z,,,,,21.04,,,65,,20.28,,21,,37.23,,,41.55,,37,,36.54,34,37,,,,,,44.798745999999994,20.450184
RMQF0HMT,2022-03-31T07:00:00.000Z,,,,,20.67,,,67,,23.64,,21,,37.65,,,59.44,,38,,16.75,16,17,45.03,,,,,44.82111999999999,20.459113000000002
RNVM05M6,2022-03-31T07:00:00.000Z,,,,,,,,,,,,,,,,,,,,,16.3,15,16,38.17,,,,,44.796958999999994,20.475288
RV7PD1M1,2022-03-31T07:00:00.000Z,,,,,35.68,,,88,,24.25,,36,,45.63,,,41.63,,46,,,,,,,,,,44.664084,20.926728999999998
RQMLY1RN,2022-03-31T07:00:00.000Z,,,,,,,,,,,,,,,,,,,,,14.86,14,15,,,,,,44.011572999999984,20.925031
A5H2PCSZ,2022-03-31T06:00:00.000Z,,9.88,18.46,,16.5,19.24,,58,,21.6,24.67,16,,21.07,19.46,,26.29,24.89,21,,24.31,23,24,,25.12,32.83,,,44.797027,20.528377
AQVRLJYL,2022-03-31T06:00:00.000Z,,26.89,38.38,,45.37,40.51,,124,,34.84,36.33,45,,71.46,41.14,,53.69,36.78,71,,15.53,15,16,,13.38,68.23,,,44.664514,20.928384
A9YQLGCC,2022-03-31T06:00:00.000Z,,0.39,2.14,,1.15,2.24,,11,,17.63,16.83,1,,4.31,2.29,,26.75,16.99,4,,5.62,5,6,,12.01,69.91,,,42.5366089,20.2955676
A2027ZB9,2022-03-31T06:00:00.000Z,,14.7,19.61,,25.77,20.54,,75,,26.4,23.71,26,,33.27,20.75,,33.69,23.95,33,,19.17,18,19,,13.91,62.07,,,44.797027,20.528377
A0VTV4M9,2022-03-31T06:00:00.000Z,,14.64,20.35,,27.24,21.49,,79,,34.71,34.3,27,,40.21,21.78,,47.16,34.69,40,,6.95,7,7,,14.44,58.29,,,44.010408,20.91121
ABZ0QQ65,2022-03-31T06:00:00.000Z,,19.69,36.3,,30.91,38,,87,,30.16,36.74,31,,38.21,38.28,,36.96,37,38,,15.28,14,15,,25.18,29.36,,,44.664514,20.928384
AHVMMMWN,2022-03-31T06:00:00.000Z,,115.16,199.18,,202.74,211.43,,194,,46.39,44.26,203,,261.25,213.62,,60.76,44.72,261,,15.83,15,16,,9,77.96,,,43.0671684,22.4085712
AY1R2WBZ,2022-03-31T06:00:00.000Z,,35.45,71.43,,56.61,75.14,,137,,37.35,40.56,57,,76.04,75.83,,48.32,40.97,76,,8.88,8,9,,19.21,41.1,,,43.0671684,22.4085712
AC8QFXSV,2022-03-31T06:00:00.000Z,,6.96,9.65,,13.8,10.14,,86,,45.15,35.74,14,,17.34,10.28,,64.6,36.25,17,,7.51,7,8,,9.85,57.05,,,43.273598233937264,20.002305028664463
A3QK8XR1,2022-03-31T06:00:00.000Z,,16.88,29.34,,29.22,31.08,,78,,32.5,38.64,29,,48.04,31.59,,49.64,39.12,48,,10.18,10,10,,22.51,35.17,,,44.010408,20.91121
RMQF0HMT,2022-03-31T06:00:00.000Z,,,,,18.05,,,65,,24.3,,18,,30,,,62.53,,30,,21.63,20,22,37,,,,,44.82111999999999,20.459113000000002
RV7PD1M1,2022-03-31T06:00:00.000Z,,,,,25.69,,,79,,24.35,,26,,33.79,,,42.46,,34,,,,,,,,,,44.664084,20.926728999999998
RQCHFQWB,2022-03-31T06:00:00.000Z,,,,,16.18,,,62,,20.46,,16,,25.16,,,42.22,,25,,37.31,35,37,,,,,,44.798745999999994,20.450184
RQMLY1RN,2022-03-31T06:00:00.000Z,,,,,,,,,,,,,,,,,,,,,18.03,17,18,,,,,,44.011572999999984,20.925031
RNVM05M6,2022-03-31T06:00:00.000Z,,,,,,,,,,,,,,,,,,,,,19.24,18,19,33.49,,,,,44.796958999999994,20.475288
RH91V0ZQ,2022-03-31T06:00:00.000Z,,,,,,,,,,,,,,,,,,,,,7.2,7,7,,,,,,44.652336,20.931675
A5H2PCSZ,2022-03-31T05:00:00.000Z,,8.73,16.58,,14.43,17.34,,56,,22.12,25.28,14,,16.99,17.49,,26.88,25.5,17,,15.87,15,16,,24.41,29.2,,,44.797027,20.528377
A9YQLGCC,2022-03-31T05:00:00.000Z,,0.27,2.16,,1,2.25,,17,,19.17,17.8,1,,3.81,2.31,,28.99,17.98,4,,6.67,6,7,,11.61,69.15,,,42.5366089,20.2955676
AC8QFXSV,2022-03-31T05:00:00.000Z,,28.15,43.14,,65.32,46.54,,122,,49.33,38.99,65,,114.04,47.71,,71.21,39.55,114,,7.23,7,7,,9.37,57.48,,,43.273598233937264,20.002305028664463
A3QK8XR1,2022-03-31T05:00:00.000Z,,11.73,20.52,,19.72,21.58,,70,,33.68,40.8,20,,35.67,21.94,,51.01,41.3,36,,10.67,10,11,,22.43,35.23,,,44.010408,20.91121
AQVRLJYL,2022-03-31T05:00:00.000Z,,26.6,39.06,,44.36,41.2,,123,,35.55,37.43,44,,70.88,41.82,,54.63,37.89,71,,20.8,20,21,,12.76,68.31,,,44.664514,20.928384
A2027ZB9,2022-03-31T05:00:00.000Z,,14.14,19.17,,26.3,20.11,,74,,26.89,24.11,26,,32.05,20.34,,34.27,24.36,32,,22.39,21,22,,13.46,62.33,,,44.797027,20.528377
AY1R2WBZ,2022-03-31T05:00:00.000Z,,28.37,47.79,,46.53,50.22,,120,,37.56,40.8,47,,60.84,50.71,,48.48,41.21,61,,8.49,8,8,,18.5,40.45,,,43.0671684,22.4085712
A0VTV4M9,2022-03-31T05:00:00.000Z,,13.55,18.67,,24.88,19.66,,75,,36.21,35.93,25,,34.87,19.93,,49.12,36.33,35,,8.23,8,8,,14.03,59.78,,,44.010408,20.91121
AHVMMMWN,2022-03-31T05:00:00.000Z,,45.42,75.43,,78.02,79.83,,160,,44.01,41.04,78,,102.46,80.65,,58.2,41.47,102,,14.69,14,15,,8.42,76.58,,,43.0671684,22.4085712
ABZ0QQ65,2022-03-31T05:00:00.000Z,,16.66,30.31,,26.15,31.71,,85,,31.53,39.48,26,,31.09,31.92,,38.51,39.76,31,,9.44,9,9,,26.03,26.2,,,44.664514,20.928384
RQCHFQWB,2022-03-31T05:00:00.000Z,,,,,18.1,,,63,,21.13,,18,,27.36,,,43.52,,27,,29.76,28,30,,,,,,44.798745999999994,20.450184
RMQF0HMT,2022-03-31T05:00:00.000Z,,,,,18.23,,,66,,25.13,,18,,29.37,,,65.02,,29,,10.78,10,11,54.02,,,,,44.82111999999999,20.459113000000002
RH91V0ZQ,2022-03-31T05:00:00.000Z,,,,,,,,,,,,,,,,,,,,,6.27,6,6,,,,,,44.652336,20.931675
RNVM05M6,2022-03-31T05:00:00.000Z,,,,,,,,,,,,,,,,,,,,,10.43,10,10,47.55,,,,,44.796958999999994,20.475288
RV7PD1M1,2022-03-31T05:00:00.000Z,,,,,26.51,,,79,,26.49,,27,,34.21,,,45.68,,34,,,,,,,,,,44.664084,20.926728999999998
RQMLY1RN,2022-03-31T05:00:00.000Z,,,,,,,,,,,,,,,,,,,,,8.52,8,9,,,,,,44.011572999999984,20.925031
A5H2PCSZ,2022-03-31T04:00:00.000Z,,8.08,14.78,,12.87,15.44,,55,,22.91,26.19,13,,15.07,15.55,,27.94,26.42,15,,8.15,8,8,,23.14,27.14,,,44.797027,20.528377
AC8QFXSV,2022-03-31T04:00:00.000Z,,14.19,17.25,,24.36,18.05,,74,,50.16,39.38,24,,32.54,18.23,,71.79,39.93,33,,8.11,8,8,,8.71,59.25,,,43.273598233937264,20.002305028664463
AHVMMMWN,2022-03-31T04:00:00.000Z,,43.86,70,,74.64,74.06,,157,,45.27,41.37,75,,99.27,74.84,,60.26,41.81,99,,15.12,14,15,,8.33,75.86,,,43.0671684,22.4085712
ABZ0QQ65,2022-03-31T04:00:00.000Z,,17.51,31.71,,27.98,33.21,,88,,33.57,43.28,28,,34.28,33.47,,40.72,43.58,34,,8.63,8,9,,25.67,26.03,,,44.664514,20.928384
A9YQLGCC,2022-03-31T04:00:00.000Z,,0.28,2.27,,1.21,2.39,,30,,20.85,18.87,1,,5.24,2.45,,31.29,19.06,5,,5.77,5,6,,11.33,68.8,,,42.5366089,20.2955676
A3QK8XR1,2022-03-31T04:00:00.000Z,,9.17,16.22,,15.69,17.1,,73,,34.89,42.65,16,,28.15,17.37,,52.38,43.16,28,,7.31,7,7,,22.17,33.17,,,44.010408,20.91121
A0VTV4M9,2022-03-31T04:00:00.000Z,,9.47,13.56,,17.12,14.28,,72,,37.73,37.4,17,,23.51,14.45,,51.14,37.81,24,,8.25,8,8,,13.81,60.12,,,44.010408,20.91121
AQVRLJYL,2022-03-31T04:00:00.000Z,,28.27,39.47,,45.66,41.58,,123,,38.63,40.97,46,,72.09,42.14,,58.77,41.47,72,,16.56,16,17,,12.06,68.03,,,44.664514,20.928384
AY1R2WBZ,2022-03-31T04:00:00.000Z,,25.49,40.67,,42.17,42.9,,112,,37.47,40.65,42,,56.16,43.32,,48.29,41.05,56,,8.05,8,8,,18.03,39.97,,,43.0671684,22.4085712
A2027ZB9,2022-03-31T04:00:00.000Z,,11.31,15.54,,19.22,16.25,,70,,27.6,24.73,19,,25.26,16.41,,35.34,24.99,25,,22.36,21,22,,13.29,60.99,,,44.797027,20.528377
RQMLY1RN,2022-03-31T04:00:00.000Z,,,,,,,,,,,,,,,,,,,,,12.82,12,13,,,,,,44.011572999999984,20.925031
RV7PD1M1,2022-03-31T04:00:00.000Z,,,,,24.97,,,77,,28,,25,,38.49,,,47.59,,38,,,,,,,,,,44.664084,20.926728999999998
RMQF0HMT,2022-03-31T04:00:00.000Z,,,,,18.24,,,67,,25.64,,18,,32.01,,,66.39,,32,,5.77,5,6,62.28,,,,,44.82111999999999,20.459113000000002
RQCHFQWB,2022-03-31T04:00:00.000Z,,,,,17.95,,,63,,21.58,,18,,29.48,,,44.47,,29,,14.75,14,15,,,,,,44.798745999999994,20.450184
RNVM05M6,2022-03-31T04:00:00.000Z,,,,,,,,,,,,,,,,,,,,,5.22,5,5,57.09,,,,,44.796958999999994,20.475288
RH91V0ZQ,2022-03-31T04:00:00.000Z,,,,,,,,,,,,,,,,,,,,,6,6,6,,,,,,44.652336,20.931675
A5H2PCSZ,2022-03-31T03:00:00.000Z,,8.2,14.82,,14.55,15.55,,58,,24.37,28.49,15,,17.01,15.71,,29.81,28.73,17,,10.48,10,10,,21.64,28.35,,,44.797027,20.528377
AHVMMMWN,2022-03-31T03:00:00.000Z,,39.5,58.13,,65.84,61.59,,154,,44.62,39.89,66,,88.49,62.24,,59.64,40.31,88,,15.68,15,16,,8.47,74.84,,,43.0671684,22.4085712
AY1R2WBZ,2022-03-31T03:00:00.000Z,,24.37,38.01,,39.87,40.02,,107,,37.67,40.92,40,,52.24,40.38,,48.43,41.33,52,,6.9,7,7,,18.01,38.89,,,43.0671684,22.4085712
A2027ZB9,2022-03-31T03:00:00.000Z,,12.58,17.22,,22.55,18.08,,74,,28.8,25.66,23,,29.21,18.28,,36.93,25.93,29,,23.4,22,23,,13.65,57.83,,,44.797027,20.528377
AC8QFXSV,2022-03-31T03:00:00.000Z,,11.25,14.16,,21.43,14.89,,71,,54.09,42.19,21,,29.31,15.12,,78.36,42.78,29,,11.89,11,12,,7.83,63.09,,,43.273598233937264,20.002305028664463
ABZ0QQ65,2022-03-31T03:00:00.000Z,,17.38,30.7,,28.11,32.13,,88,,35.52,47,28,,33.62,32.39,,42.76,47.32,34,,10.32,10,10,,23.9,27.87,,,44.664514,20.928384
AQVRLJYL,2022-03-31T03:00:00.000Z,,29.65,43.4,,47.86,45.57,,121,,41.61,44.3,48,,74.73,46.16,,63.07,44.85,75,,19.76,19,20,,12.29,65.56,,,44.664514,20.928384
A9YQLGCC,2022-03-31T03:00:00.000Z,,5.35,8.17,,9.3,8.61,,54,,22.15,19.57,9,,20,8.73,,33.1,19.76,20,,6.67,6,7,,11.32,68.4,,,42.5366089,20.2955676
A0VTV4M9,2022-03-31T03:00:00.000Z,,11.36,16,,21.2,16.88,,82,,39.5,39.02,21,,29.9,17.12,,53.48,39.46,30,,7.07,7,7,,13.67,58.94,,,44.010408,20.91121
A3QK8XR1,2022-03-31T03:00:00.000Z,,11.48,20.34,,20.64,21.48,,87,,36.02,44.17,21,,34.63,21.82,,53.65,44.69,35,,6.91,7,7,,21.96,33.05,,,44.010408,20.91121
RNVM05M6,2022-03-31T03:00:00.000Z,,,,,,,,,,,,,,,,,,,,,2.41,2,2,70.64,,,,,44.796958999999994,20.475288
RH91V0ZQ,2022-03-31T03:00:00.000Z,,,,,,,,,,,,,,,,,,,,,5.15,5,5,,,,,,44.652336,20.931675
RV7PD1M1,2022-03-31T03:00:00.000Z,,,,,22.86,,,76,,29.05,,23,,36.5,,,48.45,,36,,,,,,,,,,44.664084,20.926728999999998
RMQF0HMT,2022-03-31T03:00:00.000Z,,,,,20.9,,,70,,26.26,,21,,38.79,,,67.08,,39,,3.51,3,4,71.9,,,,,44.82111999999999,20.459113000000002
RQCHFQWB,2022-03-31T03:00:00.000Z,,,,,16.7,,,63,,22.3,,17,,34,,,45.16,,34,,9.05,9,9,,,,,,44.798745999999994,20.450184
RQMLY1RN,2022-03-31T03:00:00.000Z,,,,,,,,,,,,,,,,,,,,,4.43,4,4,,,,,,44.011572999999984,20.925031
A5H2PCSZ,2022-03-31T02:00:00.000Z,,8.99,16.08,,15.09,16.87,,59,,25.99,31.34,15,,18.92,17.01,,31.9,31.6,19,,11.22,11,11,,21.44,28.63,,,44.797027,20.528377
AY1R2WBZ,2022-03-31T02:00:00.000Z,,22.04,32.62,,36.63,34.33,,102,,38.19,41.73,37,,44.61,34.66,,49.04,42.14,45,,6.74,6,7,,18.06,38.54,,,43.0671684,22.4085712
A0VTV4M9,2022-03-31T02:00:00.000Z,,11.23,15.83,,19.89,16.61,,94,,40.91,40.35,20,,28.69,16.83,,55.24,40.8,29,,6.01,6,6,,13.77,58.35,,,44.010408,20.91121
A3QK8XR1,2022-03-31T02:00:00.000Z,,17.84,30.59,,31.08,32.25,,108,,36.9,45.45,31,,55.11,32.88,,54.6,45.97,55,,6.79,6,7,,21.88,32.77,,,44.010408,20.91121
AHVMMMWN,2022-03-31T02:00:00.000Z,,41.17,63.53,,69.32,67.29,,151,,44.44,39.11,69,,93.63,68.02,,59.55,39.52,94,,15.97,15,16,,8.71,72.67,,,43.0671684,22.4085712
A2027ZB9,2022-03-31T02:00:00.000Z,,13.53,18.58,,24.29,19.47,,74,,30.23,26.98,24,,32.81,19.7,,38.87,27.27,33,,19.03,18,19,,14.43,48.65,,,44.797027,20.528377
A9YQLGCC,2022-03-31T02:00:00.000Z,,10.39,14.44,,18.47,15.27,,62,,22.64,19.82,18,,29.23,15.48,,33.65,20.01,29,,7.68,7,8,,10.65,68.3,,,42.5366089,20.2955676
AC8QFXSV,2022-03-31T02:00:00.000Z,,10.03,12.62,,18.77,13.28,,72,,56.08,43.4,19,,26.06,13.44,,81.36,44.01,26,,13.48,13,13,,8.52,62.68,,,43.273598233937264,20.002305028664463
AQVRLJYL,2022-03-31T02:00:00.000Z,,25.27,35.33,,40.65,37.09,,111,,44.46,47.57,41,,64.56,37.59,,67.07,48.16,65,,18.22,17,18,,12.99,58.64,,,44.664514,20.928384
ABZ0QQ65,2022-03-31T02:00:00.000Z,,17.98,31.7,,29.59,33.16,,88,,37.51,50.72,30,,36.44,33.46,,44.89,51.07,36,,11.84,11,12,,22.91,28.86,,,44.664514,20.928384
RMQF0HMT,2022-03-31T02:00:00.000Z,,,,,18.7,,,71,,27.21,,19,,37.31,,,67.95,,37,,4.3,4,4,76.07,,,,,44.82111999999999,20.459113000000002
RH91V0ZQ,2022-03-31T02:00:00.000Z,,,,,,,,,,,,,,,,,,,,,4.78,5,5,,,,,,44.652336,20.931675
RV7PD1M1,2022-03-31T02:00:00.000Z,,,,,23.78,,,77,,29.98,,24,,35.19,,,49,,35,,,,,,,,,,44.664084,20.926728999999998
RQCHFQWB,2022-03-31T02:00:00.000Z,,,,,16.36,,,65,,23.5,,16,,31.64,,,46.05,,32,,9.51,9,10,,,,,,44.798745999999994,20.450184
RNVM05M6,2022-03-31T02:00:00.000Z,,,,,,,,,,,,,,,,,,,,,2.37,2,2,77,,,,,44.796958999999994,20.475288
RQMLY1RN,2022-03-31T02:00:00.000Z,,,,,,,,,,,,,,,,,,,,,2.82,3,3,,,,,,44.011572999999984,20.925031
A5H2PCSZ,2022-03-31T01:00:00.000Z,,9.32,16.96,,15.64,17.73,,61,,27.78,34.47,16,,18.56,17.88,,34.08,34.75,19,,10.78,10,11,,21.59,28.66,,,44.797027,20.528377
A0VTV4M9,2022-03-31T01:00:00.000Z,,20.27,27.67,,36.14,29.37,,124,,42.18,41.52,36,,55.34,29.81,,56.81,41.98,55,,6.19,6,6,,13.74,57.95,,,44.010408,20.91121
AQVRLJYL,2022-03-31T01:00:00.000Z,,25.25,35.99,,40.35,37.84,,107,,46.72,50.36,40,,63.62,38.36,,70.11,50.99,64,,14.67,14,15,,13.89,51.04,,,44.664514,20.928384
ABZ0QQ65,2022-03-31T01:00:00.000Z,,18.22,32.12,,29.21,33.58,,88,,39.64,54.61,29,,34.93,33.84,,47.13,54.98,35,,12.42,12,12,,22.99,28.68,,,44.664514,20.928384
AY1R2WBZ,2022-03-31T01:00:00.000Z,,19.91,30.17,,33.46,31.68,,99,,39.12,43.32,33,,40.24,31.97,,50.38,43.74,40,,5.98,6,6,,18.09,37.7,,,43.0671684,22.4085712
A3QK8XR1,2022-03-31T01:00:00.000Z,,26.78,49.23,,44.73,52.11,,124,,37.34,46.25,45,,72.03,53.04,,54.72,46.76,72,,6.43,6,6,,21.87,32.5,,,44.010408,20.91121
AC8QFXSV,2022-03-31T01:00:00.000Z,,12.56,15.37,,26.76,16.27,,78,,58,44.59,27,,37.93,16.54,,84.1,45.22,38,,13.76,13,14,,8.38,63.18,,,43.273598233937264,20.002305028664463
AHVMMMWN,2022-03-31T01:00:00.000Z,,20.7,26.4,,37.33,27.92,,118,,44.47,38.5,37,,47.1,28.21,,59.83,38.91,47,,16.91,16,17,,9.05,71.59,,,43.0671684,22.4085712
A9YQLGCC,2022-03-31T01:00:00.000Z,,9.76,13.22,,15.75,13.88,,60,,22.62,19.71,16,,23.2,14.03,,33.63,19.91,23,,9.1,9,9,,10.14,68.71,,,42.5366089,20.2955676
A2027ZB9,2022-03-31T01:00:00.000Z,,12.31,17.19,,23.01,18.1,,72,,32.07,29.01,23,,29.56,18.32,,41.33,29.32,30,,11.93,11,12,,15.11,43.63,,,44.797027,20.528377
RQCHFQWB,2022-03-31T01:00:00.000Z,,,,,17.77,,,68,,24.64,,18,,32.28,,,46.9,,32,,8.7,8,9,,,,,,44.798745999999994,20.450184
RH91V0ZQ,2022-03-31T01:00:00.000Z,,,,,,,,,,,,,,,,,,,,,5.96,6,6,,,,,,44.652336,20.931675
RV7PD1M1,2022-03-31T01:00:00.000Z,,,,,27,,,79,,31.66,,27,,42.18,,,50.42,,42,,,,,,,,,,44.664084,20.926728999999998
RMQF0HMT,2022-03-31T01:00:00.000Z,,,,,21.53,,,76,,28.57,,22,,42.59,,,69.28,,43,,7.59,7,8,74.43,,,,,44.82111999999999,20.459113000000002
