Device ID,Time [UTC+00:00],PM1 1-Hour Mean Mass Concentration Calibrated [ug/m3],PM1 1-Hour Mean Mass Concentration Raw [ug/m3],PM1 1-Hour Mean Number Concentration [#/cm3],PM2.5 1-Hour Mean Mass Concentration Calibrated [ug/m3],PM2.5 1-Hour Mean Mass Concentration Raw [ug/m3],PM2.5 1-Hour Mean Number Concentration [#/cm3],PM2.5 NowCast Mass Concentration [ug/m3],PM2.5 NowCast AQI (US EPA),PM2.5 24-Hour Rolling Mean Mass Concentration Calibrated [ug/m3],PM2.5 24-Hour Rolling Mean Mass Concentration Raw [ug/m3],PM2.5 24-Hour Rolling Mean Number Concentration [#/cm3],PM2.5 1-Hour Mean AQI (WA DWER),PM10 1-Hour Mean Mass Concentration Calibrated [ug/m3],PM10 1-Hour Mean Mass Concentration Raw [ug/m3],PM10 1-Hour Mean Number Concentration [#/cm3],PM10 24-Hour Rolling Mean Mass Concentration Calibrated [ug/m3],PM10 24-Hour Rolling Mean Mass Concentration Raw [ug/m3],PM10 24-Hour Rolling Mean Number Concentration [#/cm3],PM10 1-Hour Mean AQI (WA DWER),NO2 1-Hour Mean Concentration Calibrated [ppb],NO2 1-Hour Mean Concentration Raw [ppb],NO2 1-Hour Mean AQI (US EPA),NO2 1-Hour Mean AQI (WA DWER),O3 1-Hour Mean Concentration Raw [ppb],Temperature Internal 1-Hour Mean [degC],Rel. Humidity Internal 1-Hour Mean [%],Wind Speed 1-Hour Mean [m/s],Wind Direction 1-Hour Mean [degrees],latitude,longitude
AQVRLJYL,2022-09-30T06:00:00.000Z,,13.63,21.06,,22.05,22.19,,69,,15.56,17.8,22,,30.09,22.39,,22.7,17.97,30,,14.48,14,14,,17.4,81.15,,,44.664514,20.928384
AC8QFXSV,2022-09-30T06:00:00.000Z,,0.81,2.99,,2.59,3.08,,14,,4.07,4.12,3,,3.38,3.13,,5.64,4.18,3,,27.86,26,28,,13.22,82.23,,,43.273598233937264,20.002305028664463
A9YQLGCC,2022-09-30T06:00:00.000Z,,18.99,28.02,,30.32,29.75,,88,,15.73,16.88,30,,37.31,29.98,,20,17,37,,9.36,9,9,,15.33,88.05,,,42.5366089,20.2955676
A2027ZB9,2022-09-30T06:00:00.000Z,,7.14,11.19,,11.79,11.73,,45,,12.2,12.86,12,,12.77,11.81,,13.7,12.95,13,,22.2,21,22,,18.55,74.65,,,44.797027,20.528377
AY1R2WBZ,2022-09-30T06:00:00.000Z,,19.07,28.63,,31.59,30.09,,80,,50.9,59.02,32,,38.81,30.33,,65.38,59.59,39,,5.75,5,6,,17.86,63.94,,,43.0671684,22.4085712
A3QK8XR1,2022-09-30T06:00:00.000Z,,14.86,24.92,,23.84,26.22,,62,,23.01,28.89,24,,32.37,26.44,,30.85,29.14,32,,12.14,11,12,,20.7,60.77,,,44.010408,20.91121
A5H2PCSZ,2022-09-30T06:00:00.000Z,,17.07,29.38,,27.03,30.86,,71,,13.04,16.33,27,,31.06,31.09,,14.64,16.43,31,,17.65,17,18,,22.01,61,,,44.797027,20.528377
ABZ0QQ65,2022-09-30T06:00:00.000Z,,6.92,14.69,,10.73,15.24,,40,,10.21,14.42,11,,12.06,15.32,,11.5,14.5,12,,17.35,16,17,,21.93,54.25,,,44.664514,20.928384
RMQF0HMT,2022-09-30T06:00:00.000Z,,,,,7.1,,,26,,8.81,,7,,10.1,,,17.94,,10,,17.97,17,18,14.16,,,,,44.82111999999999,20.459113000000002
RQMLY1RN,2022-09-30T06:00:00.000Z,,,,,,,,,,,,,,,,,,,,,18.81,18,19,,,,,,44.011572999999984,20.925031
RH91V0ZQ,2022-09-30T06:00:00.000Z,,,,,,,,,,,,,,,,,,,,,9.39,9,9,,,,,,44.652336,20.931675
RV7PD1M1,2022-09-30T06:00:00.000Z,,,,,10.34,,,38,,6.91,,10,,11.16,,,10.36,,11,,,,,,,,,,44.664084,20.926728999999998
RNVM05M6,2022-09-30T06:00:00.000Z,,,,,,,,,,,,,,,,,,,,,19.68,19,20,12.55,,,,,44.796958999999994,20.475288
RQCHFQWB,2022-09-30T06:00:00.000Z,,,,,8.63,,,29,,6.6,,9,,12.8,,,10.17,,13,,24.61,23,25,,,,,,44.798745999999994,20.450184
AQVRLJYL,2022-09-30T05:00:00.000Z,,14.31,21.79,,22.41,22.86,,66,,15.05,17.38,22,,31.13,23.04,,22.07,17.55,31,,20.81,20,21,,16.36,83.96,,,44.664514,20.928384
AY1R2WBZ,2022-09-30T05:00:00.000Z,,11.72,17.98,,19.03,18.87,,68,,51.03,59.12,19,,23.38,19.02,,65.44,59.7,23,,4.35,4,4,,17.85,63.68,,,43.0671684,22.4085712
A0VTV4M9,2022-09-30T05:00:00.000Z,,13.47,19.6,,21.21,20.46,,59,,24.17,27.72,21,,24,20.6,,28.73,27.94,24,,18.52,17,19,,15.72,79.79,,,44.010408,20.91121
ABZ0QQ65,2022-09-30T05:00:00.000Z,,6.4,13.67,,10.1,14.25,,39,,10.44,14.69,10,,11.17,14.33,,11.75,14.77,11,,17.64,17,18,,21.73,54.32,,,44.664514,20.928384
A2027ZB9,2022-09-30T05:00:00.000Z,,7.72,11.62,,12.26,12.12,,40,,12.31,12.97,12,,14.5,12.22,,13.85,13.06,14,,32.17,30,32,,17.01,77.31,,,44.797027,20.528377
AHVMMMWN,2022-09-30T05:00:00.000Z,,21.04,27.14,,37.45,28.71,,93,,33.37,32.63,37,,46.41,28.99,,39.47,32.86,46,,8.65,8,9,,9.79,87.35,,,43.0671684,22.4085712
AC8QFXSV,2022-09-30T05:00:00.000Z,,1.89,4.2,,4.14,4.38,,17,,4.06,4.1,4,,5.88,4.43,,5.62,4.16,6,,25.31,24,25,,12.29,81.22,,,43.273598233937264,20.002305028664463
A3QK8XR1,2022-09-30T05:00:00.000Z,,8.58,15.18,,13.31,15.9,,43,,23.79,29.98,13,,19.61,16.04,,31.99,30.24,20,,10.77,10,11,,20.87,59.16,,,44.010408,20.91121
A5H2PCSZ,2022-09-30T05:00:00.000Z,,11.8,20.06,,18.28,20.98,,59,,12.55,15.78,18,,19.68,21.1,,14.03,15.88,20,,8.89,8,9,,21.99,58.78,,,44.797027,20.528377
A9YQLGCC,2022-09-30T05:00:00.000Z,,21.76,30.55,,34.35,32.28,,86,,15.43,16.6,34,,45.38,32.57,,19.64,16.72,45,,9.17,9,9,,14.37,88.46,,,42.5366089,20.2955676
RNVM05M6,2022-09-30T05:00:00.000Z,,,,,,,,,,,,,,,,,,,,,10.64,10,11,27.51,,,,,44.796958999999994,20.475288
RQMLY1RN,2022-09-30T05:00:00.000Z,,,,,,,,,,,,,,,,,,,,,12.63,12,13,,,,,,44.011572999999984,20.925031
RQCHFQWB,2022-09-30T05:00:00.000Z,,,,,5.87,,,22,,6.56,,6,,8.16,,,10.17,,8,,22.33,21,22,,,,,,44.798745999999994,20.450184
RMQF0HMT,2022-09-30T05:00:00.000Z,,,,,4.71,,,22,,8.86,,5,,8.69,,,18.36,,9,,14.07,13,14,27.69,,,,,44.82111999999999,20.459113000000002
RH91V0ZQ,2022-09-30T05:00:00.000Z,,,,,,,,,,,,,,,,,,,,,6.04,6,6,,,,,,44.652336,20.931675
RV7PD1M1,2022-09-30T05:00:00.000Z,,,,,8.61,,,33,,6.77,,9,,9.38,,,10.43,,9,,,,,,,,,,44.664084,20.926728999999998
A9YQLGCC,2022-09-30T04:00:00.000Z,,23.42,37.62,,37.51,40.05,,75,,15.06,16.22,38,,48.83,40.42,,19.16,16.34,49,,8.73,8,9,,14.05,88.86,,,42.5366089,20.2955676
AQVRLJYL,2022-09-30T04:00:00.000Z,,11.83,18.56,,18.64,19.47,,59,,14.53,16.95,19,,26.68,19.65,,21.48,17.11,27,,18.4,17,18,,16.46,81.95,,,44.664514,20.928384
A5H2PCSZ,2022-09-30T04:00:00.000Z,,9.22,16.18,,13.37,16.93,,56,,12.72,16.02,13,,14.24,17.01,,14.18,16.12,14,,8.75,8,9,,22.07,58.88,,,44.797027,20.528377
AY1R2WBZ,2022-09-30T04:00:00.000Z,,10.86,16.75,,17.55,17.58,,70,,51.23,59.3,18,,19.51,17.7,,65.59,59.88,20,,3.94,4,4,,17.86,63.88,,,43.0671684,22.4085712
A0VTV4M9,2022-09-30T04:00:00.000Z,,7.91,11.96,,12.12,12.46,,46,,24.96,28.53,12,,14.08,12.55,,29.77,28.76,14,,14.34,14,14,,15.3,78.54,,,44.010408,20.91121
A3QK8XR1,2022-09-30T04:00:00.000Z,,4.28,9.04,,6.99,9.39,,31,,24.46,30.74,7,,10.79,9.48,,32.83,31.01,11,,6.94,7,7,,21.04,58.33,,,44.010408,20.91121
AC8QFXSV,2022-09-30T04:00:00.000Z,,3,5.76,,6.36,6.01,,18,,3.94,4,6,,10.25,6.12,,5.44,4.05,10,,20.12,19,20,,12.17,78.89,,,43.273598233937264,20.002305028664463
A2027ZB9,2022-09-30T04:00:00.000Z,,3.99,7.18,,7.59,7.48,,29,,12.34,12.99,8,,8.2,7.56,,13.88,13.08,8,,23.99,23,24,,16.9,74.85,,,44.797027,20.528377
AHVMMMWN,2022-09-30T04:00:00.000Z,,14.04,18.77,,27.56,19.9,,82,,33.7,32.84,28,,32.19,20.12,,39.88,33.07,32,,8.63,8,9,,9.75,87.41,,,43.0671684,22.4085712
ABZ0QQ65,2022-09-30T04:00:00.000Z,,5.58,12.48,,9,12.94,,37,,10.75,15.06,9,,9.33,13.02,,12.08,15.15,9,,16.55,16,17,,21.77,54.05,,,44.664514,20.928384
RQMLY1RN,2022-09-30T04:00:00.000Z,,,,,,,,,,,,,,,,,,,,,9.31,9,9,,,,,,44.011572999999984,20.925031
RH91V0ZQ,2022-09-30T04:00:00.000Z,,,,,,,,,,,,,,,,,,,,,6.31,6,6,,,,,,44.652336,20.931675
RMQF0HMT,2022-09-30T04:00:00.000Z,,,,,5.1,,,25,,8.97,,5,,10.97,,,18.64,,11,,6.56,6,7,33.55,,,,,44.82111999999999,20.459113000000002
RV7PD1M1,2022-09-30T04:00:00.000Z,,,,,9.86,,,30,,6.66,,10,,12.5,,,10.49,,12,,,,,,,,,,44.664084,20.926728999999998
RQCHFQWB,2022-09-30T04:00:00.000Z,,,,,4,,,20,,6.69,,4,,6.33,,,10.5,,6,,13.33,13,13,,,,,,44.798745999999994,20.450184
RNVM05M6,2022-09-30T04:00:00.000Z,,,,,,,,,,,,,,,,,,,,,4.2,4,4,38.43,,,,,44.796958999999994,20.475288
AQVRLJYL,2022-09-30T03:00:00.000Z,,10.99,17.64,,16.98,18.44,,53,,14.09,16.58,17,,23.75,18.59,,20.92,16.74,24,,14.17,13,14,,16.88,78.29,,,44.664514,20.928384
AC8QFXSV,2022-09-30T03:00:00.000Z,,0.1,1.18,,0.96,1.22,,9,,3.78,3.85,1,,1.28,1.25,,5.14,3.9,1,,18.63,18,19,,12.09,77.58,,,43.273598233937264,20.002305028664463
A5H2PCSZ,2022-09-30T03:00:00.000Z,,9.38,16.3,,13.22,16.96,,57,,13.16,16.47,13,,14.14,17.04,,14.62,16.57,14,,9.52,9,10,,22.14,59.06,,,44.797027,20.528377
A0VTV4M9,2022-09-30T03:00:00.000Z,,5.54,9.29,,9.21,9.61,,41,,25.36,28.85,9,,10.4,9.7,,30.23,29.08,10,,12.76,12,13,,15.36,77.55,,,44.010408,20.91121
A9YQLGCC,2022-09-30T03:00:00.000Z,,6.05,9.17,,9.18,9.72,,38,,13.89,15.01,9,,11.57,9.78,,17.69,15.11,12,,8.78,8,9,,14.05,89.08,,,42.5366089,20.2955676
ABZ0QQ65,2022-09-30T03:00:00.000Z,,5.5,12.1,,8.26,12.54,,37,,11.13,15.56,8,,9.12,12.6,,12.52,15.64,9,,16.72,16,17,,21.78,53.95,,,44.664514,20.928384
AY1R2WBZ,2022-09-30T03:00:00.000Z,,12.28,19.21,,21.04,20.2,,77,,51.14,59.26,21,,23.62,20.36,,65.51,59.84,24,,4.57,4,5,,17.9,64.51,,,43.0671684,22.4085712
A3QK8XR1,2022-09-30T03:00:00.000Z,,4.76,9.37,,7.31,9.78,,34,,24.83,31.12,7,,10.13,9.85,,33.27,31.4,10,,6.91,7,7,,21.05,58.56,,,44.010408,20.91121
AHVMMMWN,2022-09-30T03:00:00.000Z,,11.73,15.62,,22.28,16.56,,81,,33.7,32.87,22,,25.71,16.71,,39.85,33.1,26,,8.28,8,8,,9.92,85.93,,,43.0671684,22.4085712
A2027ZB9,2022-09-30T03:00:00.000Z,,3.17,6.28,,6.21,6.54,,27,,12.53,13.18,6,,7.06,6.6,,14.1,13.28,7,,17.75,17,18,,16.86,72.2,,,44.797027,20.528377
RV7PD1M1,2022-09-30T03:00:00.000Z,,,,,4.85,,,20,,6.51,,5,,6.91,,,10.46,,7,,,,,,,,,,44.664084,20.926728999999998
RQMLY1RN,2022-09-30T03:00:00.000Z,,,,,,,,,,,,,,,,,,,,,3.63,3,4,,,,,,44.011572999999984,20.925031
RNVM05M6,2022-09-30T03:00:00.000Z,,,,,,,,,,,,,,,,,,,,,6.31,6,6,34.49,,,,,44.796958999999994,20.475288
RMQF0HMT,2022-09-30T03:00:00.000Z,,,,,6.6,,,29,,9,,7,,14.48,,,18.7,,14,,9.87,9,10,25.18,,,,,44.82111999999999,20.459113000000002
RQCHFQWB,2022-09-30T03:00:00.000Z,,,,,5.13,,,23,,6.73,,5,,7.46,,,10.62,,7,,15.45,15,15,,,,,,44.798745999999994,20.450184
RH91V0ZQ,2022-09-30T03:00:00.000Z,,,,,,,,,,,,,,,,,,,,,1.81,2,2,,,,,,44.652336,20.931675
A5H2PCSZ,2022-09-30T02:00:00.000Z,,10.28,17.79,,14.92,18.51,,59,,13.64,16.99,15,,15.95,18.62,,15.12,17.09,16,,9.77,9,10,,22.23,59.31,,,44.797027,20.528377
A3QK8XR1,2022-09-30T02:00:00.000Z,,4.49,9.33,,7.12,9.69,,37,,25.36,31.64,7,,10.18,9.76,,33.94,31.92,10,,7.68,7,8,,21.07,59,,,44.010408,20.91121
AHVMMMWN,2022-09-30T02:00:00.000Z,,15.2,20.41,,28.27,21.63,,90,,33.82,33,28,,32.35,21.81,,39.98,33.24,32,,8.58,8,9,,10.47,85.27,,,43.0671684,22.4085712
AY1R2WBZ,2022-09-30T02:00:00.000Z,,14.8,22.44,,24.67,23.57,,84,,51.01,59.2,25,,27.98,23.73,,65.35,59.78,28,,5.69,5,6,,17.93,65.14,,,43.0671684,22.4085712
AC8QFXSV,2022-09-30T02:00:00.000Z,,0,0.86,,0.9,0.89,,14,,3.84,3.9,1,,0.91,0.92,,5.23,3.95,1,,14.82,14,15,,11.7,75.94,,,43.273598233937264,20.002305028664463
A9YQLGCC,2022-09-30T02:00:00.000Z,,4.45,7.62,,7.33,8.04,,38,,13.82,14.98,7,,9.55,8.1,,17.66,15.08,10,,8.78,8,9,,14.12,88.75,,,42.5366089,20.2955676
A2027ZB9,2022-09-30T02:00:00.000Z,,2.46,5.7,,4.92,5.92,,27,,12.75,13.38,5,,5.82,5.97,,14.38,13.47,6,,14.55,14,15,,16.77,70.66,,,44.797027,20.528377
ABZ0QQ65,2022-09-30T02:00:00.000Z,,5.54,11.94,,8.63,12.38,,39,,11.62,16.13,9,,9.56,12.45,,13.04,16.22,10,,16.77,16,17,,21.79,54.06,,,44.664514,20.928384
AQVRLJYL,2022-09-30T02:00:00.000Z,,5.79,10.48,,8.91,10.91,,37,,13.74,16.26,9,,14.71,11.01,,20.49,16.42,15,,9.99,9,10,,17.23,75.83,,,44.664514,20.928384
A0VTV4M9,2022-09-30T02:00:00.000Z,,6.01,9.92,,9.62,10.34,,43,,25.75,29.17,10,,10.83,10.41,,30.69,29.4,11,,9.94,9,10,,15.65,76.52,,,44.010408,20.91121
RV7PD1M1,2022-09-30T02:00:00.000Z,,,,,3.69,,,19,,6.53,,4,,4.55,,,10.49,,5,,,,,,,,,,44.664084,20.926728999999998
RNVM05M6,2022-09-30T02:00:00.000Z,,,,,,,,,,,,,,,,,,,,,7.37,7,7,33.24,,,,,44.796958999999994,20.475288
RQCHFQWB,2022-09-30T02:00:00.000Z,,,,,5.5,,,26,,6.71,,6,,7.65,,,10.62,,8,,14.05,13,14,,,,,,44.798745999999994,20.450184
RH91V0ZQ,2022-09-30T02:00:00.000Z,,,,,,,,,,,,,,,,,,,,,1.61,2,2,,,,,,44.652336,20.931675
RQMLY1RN,2022-09-30T02:00:00.000Z,,,,,,,,,,,,,,,,,,,,,3.12,3,3,,,,,,44.011572999999984,20.925031
RMQF0HMT,2022-09-30T02:00:00.000Z,,,,,6.82,,,30,,8.98,,7,,13.12,,,18.58,,13,,10.21,10,10,28.19,,,,,44.82111999999999,20.459113000000002
A3QK8XR1,2022-09-30T01:00:00.000Z,,5.46,10.31,,8.72,10.78,,44,,26.14,32.4,9,,12.4,10.87,,34.93,32.68,12,,8.13,8,8,,21.09,59.4,,,44.010408,20.91121
AY1R2WBZ,2022-09-30T01:00:00.000Z,,16.36,24.39,,27.08,25.62,,91,,50.85,59.12,27,,31.04,25.82,,65.15,59.7,31,,5.09,5,5,,17.94,65.39,,,43.0671684,22.4085712
A5H2PCSZ,2022-09-30T01:00:00.000Z,,11.12,19.07,,15.68,19.83,,60,,14.13,17.5,16,,16.81,19.91,,15.61,17.61,17,,10.69,10,11,,22.35,59.54,,,44.797027,20.528377
A0VTV4M9,2022-09-30T01:00:00.000Z,,5.42,9.57,,9.47,9.99,,46,,26.41,29.71,9,,10.74,10.05,,31.49,29.94,11,,11.65,11,12,,15.9,77.09,,,44.010408,20.91121
ABZ0QQ65,2022-09-30T01:00:00.000Z,,5.57,12.11,,8.62,12.6,,41,,12.15,16.74,9,,9.6,12.66,,13.59,16.83,10,,16.96,16,17,,21.79,54.2,,,44.664514,20.928384
AC8QFXSV,2022-09-30T01:00:00.000Z,,2.98,5.56,,7.03,5.83,,24,,3.93,4.01,7,,9.7,5.92,,5.39,4.07,10,,19.08,18,19,,11.36,78.15,,,43.273598233937264,20.002305028664463
AHVMMMWN,2022-09-30T01:00:00.000Z,,17.69,23.59,,32.53,25.01,,95,,33.61,32.88,33,,38.7,25.24,,39.67,33.11,39,,8.78,8,9,,10.9,84.7,,,43.0671684,22.4085712
AQVRLJYL,2022-09-30T01:00:00.000Z,,3.91,7.73,,5.8,8.03,,37,,13.69,16.2,6,,10.21,8.1,,20.43,16.35,10,,7.63,7,8,,17.02,75.43,,,44.664514,20.928384
A2027ZB9,2022-09-30T01:00:00.000Z,,3.31,6.47,,6.08,6.72,,34,,13.02,13.59,6,,6.82,6.77,,14.67,13.69,7,,13.57,13,14,,17.04,70.26,,,44.797027,20.528377
A9YQLGCC,2022-09-30T01:00:00.000Z,,6.32,9.95,,9.63,10.51,,46,,13.81,15,10,,12.26,10.57,,17.69,15.1,12,,8.66,8,9,,14.47,88.63,,,42.5366089,20.2955676
RH91V0ZQ,2022-09-30T01:00:00.000Z,,,,,,,,,,,,,,,,,,,,,1.71,2,2,,,,,,44.652336,20.931675
RMQF0HMT,2022-09-30T01:00:00.000Z,,,,,4.8,,,33,,9,,5,,9.5,,,18.52,,10,,10.06,9,10,33.89,,,,,44.82111999999999,20.459113000000002
RNVM05M6,2022-09-30T01:00:00.000Z,,,,,,,,,,,,,,,,,,,,,6.42,6,6,35.95,,,,,44.796958999999994,20.475288
RV7PD1M1,2022-09-30T01:00:00.000Z,,,,,4.04,,,23,,6.63,,4,,4.61,,,10.63,,5,,,,,,,,,,44.664084,20.926728999999998
RQMLY1RN,2022-09-30T01:00:00.000Z,,,,,,,,,,,,,,,,,,,,,4.19,4,4,,,,,,44.011572999999984,20.925031
RQCHFQWB,2022-09-30T01:00:00.000Z,,,,,6.13,,,29,,6.66,,6,,8.57,,,10.58,,9,,15.06,14,15,,,,,,44.798745999999994,20.450184
A0VTV4M9,2022-09-30T00:00:00.000Z,,5.63,9.55,,9.02,9.94,,52,,27.79,30.93,9,,9.88,10,,33.24,31.17,10,,11.81,11,12,,16.12,75.97,,,44.010408,20.91121
A9YQLGCC,2022-09-30T00:00:00.000Z,,7.04,10.45,,10.47,11.01,,51,,13.68,14.89,10,,12.86,11.08,,17.62,14.99,13,,8.86,8,9,,14.65,88.77,,,42.5366089,20.2955676
AHVMMMWN,2022-09-30T00:00:00.000Z,,16.55,22.81,,30.96,24.1,,96,,33.96,33.14,31,,35.73,24.31,,40.2,33.37,36,,8.66,8,9,,11.2,83.55,,,43.0671684,22.4085712
A2027ZB9,2022-09-30T00:00:00.000Z,,3.62,6.51,,6.82,6.8,,43,,13.12,13.64,7,,8.38,6.87,,14.83,13.74,8,,11.27,11,11,,17.18,69.68,,,44.797027,20.528377
AY1R2WBZ,2022-09-30T00:00:00.000Z,,18.69,27.93,,31.27,29.32,,101,,50.71,59.03,31,,36.08,29.57,,64.93,59.6,36,,6.48,6,6,,17.97,66.13,,,43.0671684,22.4085712
ABZ0QQ65,2022-09-30T00:00:00.000Z,,6.03,13.26,,9.47,13.76,,42,,12.75,17.44,9,,11.09,13.85,,14.2,17.53,11,,17.05,16,17,,21.87,54.26,,,44.664514,20.928384
A3QK8XR1,2022-09-30T00:00:00.000Z,,6.17,12.02,,10.14,12.57,,52,,27.01,33.25,10,,14.51,12.68,,35.91,33.54,15,,7.89,7,8,,21.1,59.47,,,44.010408,20.91121
A5H2PCSZ,2022-09-30T00:00:00.000Z,,11.95,20.52,,16.92,21.34,,62,,14.63,18.02,17,,18.03,21.44,,16.09,18.13,18,,10.81,10,11,,22.46,59.76,,,44.797027,20.528377
AC8QFXSV,2022-09-30T00:00:00.000Z,,0.38,2.17,,2.08,2.26,,18,,3.81,3.94,2,,2.97,2.3,,5.23,3.99,3,,18.52,17,19,,10.9,78.69,,,43.273598233937264,20.002305028664463
AQVRLJYL,2022-09-30T00:00:00.000Z,,4.67,8.36,,6.97,8.68,,51,,13.89,16.39,7,,11.59,8.76,,20.66,16.54,12,,12.6,12,13,,15.67,79.35,,,44.664514,20.928384
RV7PD1M1,2022-09-30T00:00:00.000Z,,,,,7.05,,,29,,6.81,,7,,7.84,,,10.89,,8,,,,,,,,,,44.664084,20.926728999999998
RQMLY1RN,2022-09-30T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,7.02,7,7,,,,,,44.011572999999984,20.925031
RH91V0ZQ,2022-09-30T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,2.21,2,2,,,,,,44.652336,20.931675
RMQF0HMT,2022-09-30T00:00:00.000Z,,,,,5.38,,,46,,9.09,,5,,9.97,,,18.68,,10,,11.89,11,12,32.02,,,,,44.82111999999999,20.459113000000002
