Device ID,Time [UTC+00:00],PM1 1-Hour Mean Mass Concentration Calibrated [ug/m3],PM1 1-Hour Mean Mass Concentration Raw [ug/m3],PM1 1-Hour Mean Number Concentration [#/cm3],PM2.5 1-Hour Mean Mass Concentration Calibrated [ug/m3],PM2.5 1-Hour Mean Mass Concentration Raw [ug/m3],PM2.5 1-Hour Mean Number Concentration [#/cm3],PM2.5 NowCast Mass Concentration [ug/m3],PM2.5 NowCast AQI (US EPA),PM2.5 24-Hour Rolling Mean Mass Concentration Calibrated [ug/m3],PM2.5 24-Hour Rolling Mean Mass Concentration Raw [ug/m3],PM2.5 24-Hour Rolling Mean Number Concentration [#/cm3],PM2.5 1-Hour Mean AQI (WA DWER),PM10 1-Hour Mean Mass Concentration Calibrated [ug/m3],PM10 1-Hour Mean Mass Concentration Raw [ug/m3],PM10 1-Hour Mean Number Concentration [#/cm3],PM10 24-Hour Rolling Mean Mass Concentration Calibrated [ug/m3],PM10 24-Hour Rolling Mean Mass Concentration Raw [ug/m3],PM10 24-Hour Rolling Mean Number Concentration [#/cm3],PM10 1-Hour Mean AQI (WA DWER),NO2 1-Hour Mean Concentration Calibrated [ppb],NO2 1-Hour Mean Concentration Raw [ppb],NO2 1-Hour Mean AQI (US EPA),NO2 1-Hour Mean AQI (WA DWER),O3 1-Hour Mean Concentration Raw [ppb],Temperature Internal 1-Hour Mean [degC],Rel. Humidity Internal 1-Hour Mean [%],Wind Speed 1-Hour Mean [m/s],Wind Direction 1-Hour Mean [degrees],latitude,longitude
A5H2PCSZ,2022-05-31T08:00:00.000Z,,21.05,35.14,,34.41,37.35,,91,,32.53,41.28,34,,42.03,37.64,,37.34,41.48,42,,28.99,27,29,,22.73,55.37,,,44.797027,20.528377
AY1R2WBZ,2022-05-31T08:00:00.000Z,,11.81,18.72,,18.1,19.73,,64,,22.86,24.4,18,,19.55,19.83,,26.83,24.58,20,,10.14,10,10,,21,64.84,,,43.0671684,22.4085712
A0VTV4M9,2022-05-31T08:00:00.000Z,,27.25,44.73,,46.04,47.63,,128,,33.66,33.26,46,,59.1,48.08,,40.54,33.53,59,,2.97,3,3,,19.82,71.22,,,44.010408,20.91121
A3QK8XR1,2022-05-31T08:00:00.000Z,,23.82,42.62,,38.09,45.14,,103,,24.32,27.89,38,,52.95,45.56,,31.8,28.09,53,,7.12,7,7,,23.43,55.48,,,44.010408,20.91121
AHVMMMWN,2022-05-31T08:00:00.000Z,,8.18,15.82,,13.35,16.59,,65,,16.47,16.97,13,,15.41,16.68,,18.39,17.07,15,,-12.42,,,,23.77,57.78,,,43.0671684,22.4085712
A2027ZB9,2022-05-31T08:00:00.000Z,,27.77,43.98,,47.74,46.81,,132,,44.67,45.93,48,,62,47.3,,54.51,46.3,62,,20.2,19,20,,20.02,67.12,,,44.797027,20.528377
A9YQLGCC,2022-05-31T08:00:00.000Z,,8.5,15.36,,11.8,16,,59,,15.75,17.65,12,,16.51,16.1,,19.82,17.75,17,,-10.07,,,,25.2,53.02,,,42.5366089,20.2955676
AC8QFXSV,2022-05-31T08:00:00.000Z,,8.68,15.41,,13.59,16.01,,73,,23.85,21.24,14,,15.04,16.12,,28.29,21.43,15,,-68.28,,,,24.96,43.88,,,43.273598233937264,20.002305028664463
AQVRLJYL,2022-05-31T08:00:00.000Z,,19.11,32.02,,28.16,33.7,,96,,42.5,51.68,28,,35.32,33.9,,56.75,52.01,35,,-5.76,,,,24.07,54.39,,,44.664514,20.928384
ABZ0QQ65,2022-05-31T08:00:00.000Z,,11.28,20.85,,17.31,21.82,,65,,27.71,34.57,17,,18.06,21.92,,30.71,34.72,18,,4.45,4,4,,27.45,40.06,,,44.664514,20.928384
RV7PD1M1,2022-05-31T08:00:00.000Z,,,,,15.88,,,62,,18.74,,16,,18.77,,,23.72,,19,,,,,,,,,,44.664084,20.926728999999998
RQMLY1RN,2022-05-31T08:00:00.000Z,,,,,,,,,,,,,,,,,,,,,7.58,7,8,,,,,,44.011572999999984,20.925031
RQCHFQWB,2022-05-31T08:00:00.000Z,,,,,20.27,,,70,,17.9,,20,,22.11,,,18.62,,22,,27.16,26,27,,,,,,44.798745999999994,20.450184
RH91V0ZQ,2022-05-31T08:00:00.000Z,,,,,,,,,,,,,,,,,,,,,4.73,4,5,,,,,,44.652336,20.931675
RNVM05M6,2022-05-31T08:00:00.000Z,,,,,,,,,,,,,,,,,,,,,20.47,19,20,25.72,,,,,44.796958999999994,20.475288
A5H2PCSZ,2022-05-31T07:00:00.000Z,,20.26,33.1,,33.64,35.25,,86,,32.22,41.07,34,,39.82,35.52,,36.76,41.27,40,,28.28,27,28,,21.49,55.75,,,44.797027,20.528377
A0VTV4M9,2022-05-31T07:00:00.000Z,,25.64,38.74,,44.46,41.46,,129,,33.11,32.56,44,,54.99,41.86,,39.61,32.82,55,,3.62,3,4,,18.73,73.39,,,44.010408,20.91121
AQVRLJYL,2022-05-31T07:00:00.000Z,,21.45,34.5,,33.89,36.48,,111,,43.17,52.52,34,,45.02,36.77,,57.68,52.85,45,,-0.12,,,,21.69,60.72,,,44.664514,20.928384
ABZ0QQ65,2022-05-31T07:00:00.000Z,,11.84,21.68,,18.09,22.76,,67,,27.54,34.43,18,,18.85,22.85,,30.54,34.58,19,,6.65,6,7,,26.67,41.55,,,44.664514,20.928384
AY1R2WBZ,2022-05-31T07:00:00.000Z,,11.76,18.82,,19.61,19.83,,65,,23.63,25.1,20,,21.72,19.97,,27.83,25.29,22,,10.36,10,10,,20.63,63.79,,,43.0671684,22.4085712
A3QK8XR1,2022-05-31T07:00:00.000Z,,21.11,34.92,,34.02,37.14,,98,,24.03,27.47,34,,46.6,37.47,,31.19,27.66,47,,8.5,8,8,,23.43,56.06,,,44.010408,20.91121
AC8QFXSV,2022-05-31T07:00:00.000Z,,15.41,22.16,,25.23,23.22,,92,,25.15,22.43,25,,28.74,23.38,,30.55,22.66,29,,0.92,1,1,,18.11,65.21,,,43.273598233937264,20.002305028664463
AHVMMMWN,2022-05-31T07:00:00.000Z,,11.78,19.6,,19.37,20.61,,77,,16.98,17.31,19,,21.38,20.72,,18.88,17.42,21,,-0.3,,,,20.22,68.94,,,43.0671684,22.4085712
A9YQLGCC,2022-05-31T07:00:00.000Z,,11.83,18.73,,16.86,19.59,,69,,16.08,17.87,17,,20.89,19.7,,20.11,17.96,21,,2.6,2,3,,20.98,66.55,,,42.5366089,20.2955676
A2027ZB9,2022-05-31T07:00:00.000Z,,25.98,38.18,,45.22,40.58,,132,,44.3,45.71,45,,56.65,41,,53.79,46.06,57,,11.96,11,12,,19.34,65.77,,,44.797027,20.528377
RNVM05M6,2022-05-31T07:00:00.000Z,,,,,,,,,,,,,,,,,,,,,17.61,17,18,26.19,,,,,44.796958999999994,20.475288
RV7PD1M1,2022-05-31T07:00:00.000Z,,,,,19.94,,,63,,18.94,,20,,24.2,,,24.14,,24,,,,,,,,,,44.664084,20.926728999999998
RH91V0ZQ,2022-05-31T07:00:00.000Z,,,,,,,,,,,,,,,,,,,,,4.82,5,5,,,,,,44.652336,20.931675
RQCHFQWB,2022-05-31T07:00:00.000Z,,,,,23.02,,,71,,17.91,,23,,23.98,,,18.6,,24,,27.17,26,27,,,,,,44.798745999999994,20.450184
RQMLY1RN,2022-05-31T07:00:00.000Z,,,,,,,,,,,,,,,,,,,,,10.99,10,11,,,,,,44.011572999999984,20.925031
A5H2PCSZ,2022-05-31T06:00:00.000Z,,17.38,29.79,,28.55,31.7,,79,,31.95,40.96,29,,32.82,31.93,,36.3,41.16,33,,13.49,13,13,,23.59,49.37,,,44.797027,20.528377
AQVRLJYL,2022-05-31T06:00:00.000Z,,24.18,37.66,,38.64,39.97,,119,,43.48,52.97,39,,53.18,40.27,,58.03,53.3,53,,5.17,5,5,,19.06,68.4,,,44.664514,20.928384
A9YQLGCC,2022-05-31T06:00:00.000Z,,13.91,20.1,,20.44,21.19,,75,,16.82,18.32,20,,24.87,21.29,,20.99,18.42,25,,7.6,7,8,,17.61,74.58,,,42.5366089,20.2955676
A2027ZB9,2022-05-31T06:00:00.000Z,,27.27,40.41,,48.75,43.21,,136,,44.35,46.38,49,,62.22,43.69,,53.71,46.73,62,,12.1,11,12,,18.54,67.96,,,44.797027,20.528377
A0VTV4M9,2022-05-31T06:00:00.000Z,,26.7,40.84,,45.45,43.7,,134,,32.81,32.27,45,,57.43,44.09,,39.13,32.53,57,,4.43,4,4,,18.22,75.08,,,44.010408,20.91121
ABZ0QQ65,2022-05-31T06:00:00.000Z,,12.79,23.83,,19.28,24.97,,71,,27.25,34.17,19,,19.94,25.06,,30.25,34.32,20,,8.52,8,9,,26.02,42.94,,,44.664514,20.928384
AHVMMMWN,2022-05-31T06:00:00.000Z,,16.2,24.49,,28.71,26.03,,87,,17.55,17.61,29,,33.78,26.23,,19.49,17.72,34,,9.9,9,10,,16.69,78.39,,,43.0671684,22.4085712
AY1R2WBZ,2022-05-31T06:00:00.000Z,,12.4,19.77,,21.14,20.97,,63,,23.83,25.21,21,,23.55,21.09,,28.02,25.4,24,,10.3,10,10,,20.37,62.02,,,43.0671684,22.4085712
AC8QFXSV,2022-05-31T06:00:00.000Z,,22.31,28,,36.63,29.55,,103,,24.72,22.02,37,,42.12,29.79,,30.08,22.24,42,,19.28,18,19,,13.89,74.78,,,43.273598233937264,20.002305028664463
A3QK8XR1,2022-05-31T06:00:00.000Z,,21.69,37.02,,35.14,39.36,,98,,23.89,27.33,35,,45.65,39.68,,30.86,27.52,46,,8.82,8,9,,23.44,55.78,,,44.010408,20.91121
RV7PD1M1,2022-05-31T06:00:00.000Z,,,,,15.95,,,61,,19.1,,16,,19.15,,,24.36,,19,,,,,,,,,,44.664084,20.926728999999998
RQMLY1RN,2022-05-31T06:00:00.000Z,,,,,,,,,,,,,,,,,,,,,13.35,13,13,,,,,,44.011572999999984,20.925031
RNVM05M6,2022-05-31T06:00:00.000Z,,,,,,,,,,,,,,,,,,,,,10.87,10,11,33.64,,,,,44.796958999999994,20.475288
RQCHFQWB,2022-05-31T06:00:00.000Z,,,,,21.46,,,68,,17.75,,21,,21.94,,,18.48,,22,,13.95,13,14,,,,,,44.798745999999994,20.450184
RH91V0ZQ,2022-05-31T06:00:00.000Z,,,,,,,,,,,,,,,,,,,,,4.77,4,5,,,,,,44.652336,20.931675
A5H2PCSZ,2022-05-31T05:00:00.000Z,,14.98,25.92,,24.3,27.21,,74,,32.12,41.29,24,,28.46,27.44,,36.43,41.48,28,,13.24,12,13,,23.76,48.65,,,44.797027,20.528377
A9YQLGCC,2022-05-31T05:00:00.000Z,,18.59,25.07,,29.75,26.58,,82,,17.69,18.83,30,,36.55,26.78,,22.2,18.94,37,,11.02,10,11,,14.66,79.86,,,42.5366089,20.2955676
AC8QFXSV,2022-05-31T05:00:00.000Z,,22.94,28.18,,41.71,29.85,,104,,24.72,21.88,42,,49.74,30.18,,30.19,22.1,50,,33.07,31,33,,11.19,82.04,,,43.273598233937264,20.002305028664463
A3QK8XR1,2022-05-31T05:00:00.000Z,,22,37.55,,35.81,40,,97,,23.95,27.5,36,,48.46,40.33,,30.93,27.69,48,,8.28,8,8,,23.45,55.06,,,44.010408,20.91121
AQVRLJYL,2022-05-31T05:00:00.000Z,,24.82,36.42,,38.58,38.61,,123,,43.86,53.51,39,,50.4,38.87,,58.51,53.85,50,,6.17,6,6,,17.67,72.22,,,44.664514,20.928384
A2027ZB9,2022-05-31T05:00:00.000Z,,28.91,43.22,,51.84,46.15,,138,,44.09,46.28,52,,65.88,46.67,,53.2,46.63,66,,18.59,18,19,,17.82,72.07,,,44.797027,20.528377
AY1R2WBZ,2022-05-31T05:00:00.000Z,,10.53,16.86,,17.02,17.79,,57,,24.05,25.35,17,,20.06,17.9,,28.24,25.54,20,,4.72,4,5,,20.22,59.2,,,43.0671684,22.4085712
A0VTV4M9,2022-05-31T05:00:00.000Z,,29.18,46.38,,51.18,49.74,,142,,32.62,32.02,51,,65.27,50.23,,38.8,32.28,65,,7.32,7,7,,17.9,77.28,,,44.010408,20.91121
AHVMMMWN,2022-05-31T05:00:00.000Z,,18.35,26.13,,35.27,27.93,,88,,17.99,17.85,35,,39.73,28.16,,19.97,17.96,40,,13.56,13,14,,13.81,82.23,,,43.0671684,22.4085712
ABZ0QQ65,2022-05-31T05:00:00.000Z,,13.75,24.79,,20.92,26.06,,75,,26.89,33.77,21,,22.31,26.16,,29.89,33.92,22,,10.01,9,10,,25.54,44.08,,,44.664514,20.928384
RQMLY1RN,2022-05-31T05:00:00.000Z,,,,,,,,,,,,,,,,,,,,,7.8,7,8,,,,,,44.011572999999984,20.925031
RNVM05M6,2022-05-31T05:00:00.000Z,,,,,,,,,,,,,,,,,,,,,7.14,7,7,40.74,,,,,44.796958999999994,20.475288
RV7PD1M1,2022-05-31T05:00:00.000Z,,,,,17.76,,,62,,19.57,,18,,19.6,,,24.88,,20,,,,,,,,,,44.664084,20.926728999999998
RQCHFQWB,2022-05-31T05:00:00.000Z,,,,,20.01,,,66,,17.33,,20,,20.25,,,18.08,,20,,10.97,10,11,,,,,,44.798745999999994,20.450184
RH91V0ZQ,2022-05-31T05:00:00.000Z,,,,,,,,,,,,,,,,,,,,,4.03,4,4,,,,,,44.652336,20.931675
A5H2PCSZ,2022-05-31T04:00:00.000Z,,13.94,24.02,,19.99,25.16,,71,,31.49,40.72,20,,21.04,25.26,,35.66,40.9,21,,8.82,8,9,,23.75,46.85,,,44.797027,20.528377
AC8QFXSV,2022-05-31T04:00:00.000Z,,22.16,26.07,,40.45,27.63,,95,,25.01,21.93,40,,47.87,27.91,,30.82,22.16,48,,34.16,32,34,,9.52,83.52,,,43.273598233937264,20.002305028664463
AHVMMMWN,2022-05-31T04:00:00.000Z,,15.13,20.91,,29.98,22.33,,76,,18.21,17.93,30,,36.59,22.57,,20.4,18.05,37,,12.89,12,13,,12.29,82.42,,,43.0671684,22.4085712
ABZ0QQ65,2022-05-31T04:00:00.000Z,,14.72,26.7,,23.25,28.11,,81,,26.43,33.32,23,,24.3,28.22,,29.42,33.46,24,,10.97,10,11,,25.29,44.7,,,44.664514,20.928384
A9YQLGCC,2022-05-31T04:00:00.000Z,,15.59,20.35,,25.38,21.57,,76,,18.38,19.38,25,,30.61,21.72,,23.27,19.5,31,,11.79,11,12,,13.06,80.91,,,42.5366089,20.2955676
A3QK8XR1,2022-05-31T04:00:00.000Z,,21.58,36.11,,35.1,38.52,,94,,23.68,27.21,35,,48.46,38.86,,30.42,27.39,48,,7.03,7,7,,23.48,54.83,,,44.010408,20.91121
A0VTV4M9,2022-05-31T04:00:00.000Z,,30.99,49.65,,54.07,53.56,,145,,32.52,31.75,54,,71.68,54.1,,38.61,32,72,,8.73,8,9,,17.66,79.48,,,44.010408,20.91121
AQVRLJYL,2022-05-31T04:00:00.000Z,,28.37,43.61,,46.59,46.58,,129,,44.68,54.67,47,,64.22,46.99,,59.75,55.03,64,,9.81,9,10,,16.69,78.44,,,44.664514,20.928384
AY1R2WBZ,2022-05-31T04:00:00.000Z,,7.75,13.03,,13.54,13.76,,52,,24.32,25.46,14,,15.85,13.87,,28.51,25.65,16,,0.61,1,1,,20.42,57.29,,,43.0671684,22.4085712
A2027ZB9,2022-05-31T04:00:00.000Z,,29.08,42.67,,52.22,45.64,,136,,43.62,45.85,52,,66.6,46.17,,52.45,46.18,67,,25.13,24,25,,17.28,74.72,,,44.797027,20.528377
RQMLY1RN,2022-05-31T04:00:00.000Z,,,,,,,,,,,,,,,,,,,,,7.97,8,8,,,,,,44.011572999999984,20.925031
RQCHFQWB,2022-05-31T04:00:00.000Z,,,,,19.6,,,64,,17.21,,20,,19.75,,,17.98,,20,,8.77,8,9,,,,,,44.798745999999994,20.450184
RV7PD1M1,2022-05-31T04:00:00.000Z,,,,,17.88,,,62,,19.65,,18,,19.19,,,25.02,,19,,,,,,,,,,44.664084,20.926728999999998
RNVM05M6,2022-05-31T04:00:00.000Z,,,,,,,,,,,,,,,,,,,,,5.06,5,5,46.47,,,,,44.796958999999994,20.475288
RH91V0ZQ,2022-05-31T04:00:00.000Z,,,,,,,,,,,,,,,,,,,,,3.63,3,4,,,,,,44.652336,20.931675
A5H2PCSZ,2022-05-31T03:00:00.000Z,,14.58,24.86,,20.42,25.93,,73,,30.96,40.12,20,,21.4,26.03,,35.09,40.3,21,,8.66,8,9,,23.84,46.95,,,44.797027,20.528377
AHVMMMWN,2022-05-31T03:00:00.000Z,,9.96,14.22,,17.99,15.05,,63,,18.63,18.08,18,,19.56,15.18,,20.96,18.2,20,,11.06,10,11,,11.86,79.93,,,43.0671684,22.4085712
AY1R2WBZ,2022-05-31T03:00:00.000Z,,6.58,11.72,,10.77,12.25,,50,,24.43,25.49,11,,11.9,12.33,,28.62,25.69,12,,-1.88,,,,20.57,56.94,,,43.0671684,22.4085712
A2027ZB9,2022-05-31T03:00:00.000Z,,27.93,40.43,,50.35,43.23,,132,,43.15,45.36,50,,63.82,43.72,,51.6,45.68,64,,26.1,25,26,,16.96,75.77,,,44.797027,20.528377
AC8QFXSV,2022-05-31T03:00:00.000Z,,13.52,16.63,,24.43,17.62,,80,,24.84,21.89,24,,28.17,17.77,,31.06,22.12,28,,32.22,30,32,,9.32,82.58,,,43.273598233937264,20.002305028664463
ABZ0QQ65,2022-05-31T03:00:00.000Z,,15.82,28.32,,24.73,29.81,,85,,25.84,32.73,25,,26.13,29.94,,28.8,32.87,26,,11.37,11,11,,25.22,44.87,,,44.664514,20.928384
AQVRLJYL,2022-05-31T03:00:00.000Z,,30.32,46.96,,49.94,50.26,,129,,44.83,54.82,50,,69.02,50.71,,59.92,55.18,69,,13.18,12,13,,15.97,81.71,,,44.664514,20.928384
A9YQLGCC,2022-05-31T03:00:00.000Z,,15.1,19.41,,24.33,20.52,,74,,19.15,19.84,24,,30.02,20.69,,24.44,19.97,30,,12.2,12,12,,12.1,81.39,,,42.5366089,20.2955676
A0VTV4M9,2022-05-31T03:00:00.000Z,,31.84,51.2,,55.11,55.02,,143,,32.34,31.33,55,,71.76,55.62,,38.22,31.59,72,,11.39,11,11,,17.29,81.18,,,44.010408,20.91121
A3QK8XR1,2022-05-31T03:00:00.000Z,,20.73,34.37,,33.3,36.58,,88,,23.45,26.94,33,,42.74,36.85,,29.84,27.12,43,,6.45,6,6,,23.54,54.81,,,44.010408,20.91121
RQCHFQWB,2022-05-31T03:00:00.000Z,,,,,19.9,,,64,,17.12,,20,,20.04,,,17.9,,20,,5.29,5,5,,,,,,44.798745999999994,20.450184
RQMLY1RN,2022-05-31T03:00:00.000Z,,,,,,,,,,,,,,,,,,,,,4.77,4,5,,,,,,44.011572999999984,20.925031
RH91V0ZQ,2022-05-31T03:00:00.000Z,,,,,,,,,,,,,,,,,,,,,2.69,3,3,,,,,,44.652336,20.931675
RNVM05M6,2022-05-31T03:00:00.000Z,,,,,,,,,,,,,,,,,,,,,3.81,4,4,47.8,,,,,44.796958999999994,20.475288
RV7PD1M1,2022-05-31T03:00:00.000Z,,,,,17.83,,,61,,19.62,,18,,18.72,,,25.03,,19,,,,,,,,,,44.664084,20.926728999999998
A5H2PCSZ,2022-05-31T02:00:00.000Z,,15.66,26.79,,23.24,28.1,,78,,30.41,39.5,23,,24.44,28.22,,34.51,39.68,24,,8.45,8,8,,23.93,47.1,,,44.797027,20.528377
AY1R2WBZ,2022-05-31T02:00:00.000Z,,7.19,12.5,,11.79,13.14,,53,,24.49,25.48,12,,12.59,13.21,,28.72,25.68,13,,-0.82,,,,20.64,58.26,,,43.0671684,22.4085712
A0VTV4M9,2022-05-31T02:00:00.000Z,,31.36,50.38,,54.59,54.06,,138,,32.07,30.78,55,,70.27,54.6,,37.75,31.03,70,,8.69,8,9,,17.12,80.3,,,44.010408,20.91121
A3QK8XR1,2022-05-31T02:00:00.000Z,,19.54,32.15,,31.33,34.18,,81,,23.25,26.73,31,,39.4,34.4,,29.46,26.9,39,,6.35,6,6,,23.57,54.99,,,44.010408,20.91121
AHVMMMWN,2022-05-31T02:00:00.000Z,,9.86,14.29,,17.36,15.09,,63,,19.12,18.29,17,,19.4,15.2,,21.7,18.42,19,,10.47,10,10,,12.55,78.63,,,43.0671684,22.4085712
A2027ZB9,2022-05-31T02:00:00.000Z,,28.24,40.02,,49.76,42.83,,128,,42.23,44.52,50,,61.79,43.28,,50.19,44.83,62,,28.55,27,29,,16.95,76.58,,,44.797027,20.528377
A9YQLGCC,2022-05-31T02:00:00.000Z,,13.91,18.16,,22.81,19.25,,70,,20.11,20.4,23,,28.11,19.4,,26.04,20.55,28,,11.75,11,12,,12.35,80.16,,,42.5366089,20.2955676
AC8QFXSV,2022-05-31T02:00:00.000Z,,13.15,16.74,,24.33,17.66,,82,,24.91,21.82,24,,28.83,17.83,,31.25,22.05,29,,32.93,31,33,,9.55,82.02,,,43.273598233937264,20.002305028664463
AQVRLJYL,2022-05-31T02:00:00.000Z,,30.82,48.84,,51.78,52.35,,127,,44.7,54.59,52,,72.3,52.87,,59.63,54.94,72,,14.35,14,14,,16.01,82.92,,,44.664514,20.928384
ABZ0QQ65,2022-05-31T02:00:00.000Z,,17.24,30.14,,27.38,31.81,,89,,25.17,32.06,27,,28.67,31.99,,28.1,32.2,29,,11.13,10,11,,25.28,44.8,,,44.664514,20.928384
RQCHFQWB,2022-05-31T02:00:00.000Z,,,,,18.72,,,61,,16.68,,19,,18.88,,,17.45,,19,,3.64,3,4,,,,,,44.798745999999994,20.450184
RNVM05M6,2022-05-31T02:00:00.000Z,,,,,,,,,,,,,,,,,,,,,3.26,3,3,51.66,,,,,44.796958999999994,20.475288
RQMLY1RN,2022-05-31T02:00:00.000Z,,,,,,,,,,,,,,,,,,,,,3.97,4,4,,,,,,44.011572999999984,20.925031
RH91V0ZQ,2022-05-31T02:00:00.000Z,,,,,,,,,,,,,,,,,,,,,2.86,3,3,,,,,,44.652336,20.931675
RV7PD1M1,2022-05-31T02:00:00.000Z,,,,,16.99,,,60,,19.76,,17,,18.71,,,25.25,,19,,,,,,,,,,44.664084,20.926728999999998
A5H2PCSZ,2022-05-31T01:00:00.000Z,,16.97,28.42,,24.61,29.88,,82,,29.77,38.82,25,,25.53,29.99,,33.84,39,26,,8.92,8,9,,24.03,47.15,,,44.797027,20.528377
A0VTV4M9,2022-05-31T01:00:00.000Z,,30.51,47.98,,52.51,51.41,,127,,31.81,30.26,53,,67,51.9,,37.3,30.5,67,,9.49,9,9,,17.09,80.98,,,44.010408,20.91121
AQVRLJYL,2022-05-31T01:00:00.000Z,,28.77,44.25,,47.16,47.27,,121,,44.89,54.74,47,,64.75,47.7,,59.76,55.09,65,,13.99,13,14,,16.48,80.2,,,44.664514,20.928384
ABZ0QQ65,2022-05-31T01:00:00.000Z,,18.16,31.71,,28.07,33.47,,91,,24.39,31.29,28,,29.45,33.6,,27.28,31.43,29,,11.38,11,11,,25.37,44.71,,,44.664514,20.928384
AY1R2WBZ,2022-05-31T01:00:00.000Z,,8.16,13.97,,13.46,14.64,,56,,24.5,25.45,13,,15.46,14.74,,28.78,25.65,15,,0.32,0,0,,20.69,59.48,,,43.0671684,22.4085712
A3QK8XR1,2022-05-31T01:00:00.000Z,,15.53,25.64,,23.94,27.13,,71,,23.13,26.63,24,,28.85,27.28,,29.22,26.8,29,,6.66,6,7,,23.61,55.03,,,44.010408,20.91121
AC8QFXSV,2022-05-31T01:00:00.000Z,,14.42,17.58,,26.32,18.67,,88,,25.28,21.9,26,,31.61,18.85,,31.91,22.15,32,,34.43,32,34,,9.67,81.34,,,43.273598233937264,20.002305028664463
AHVMMMWN,2022-05-31T01:00:00.000Z,,10.68,15.78,,18.27,16.64,,63,,19.38,18.35,18,,20,16.75,,22.13,18.48,20,,11.41,11,11,,13.31,78.71,,,43.0671684,22.4085712
A9YQLGCC,2022-05-31T01:00:00.000Z,,13.09,17.72,,19.86,18.66,,67,,20.9,20.81,20,,24.97,18.77,,27.18,20.96,25,,11.45,11,11,,12.6,78.95,,,42.5366089,20.2955676
A2027ZB9,2022-05-31T01:00:00.000Z,,27.91,38.82,,48.23,41.49,,124,,41.5,43.87,48,,58.64,41.87,,49.06,44.17,59,,28.61,27,29,,17.03,76.35,,,44.797027,20.528377
RV7PD1M1,2022-05-31T01:00:00.000Z,,,,,15.91,,,58,,19.77,,16,,17.17,,,25.29,,17,,,,,,,,,,44.664084,20.926728999999998
RH91V0ZQ,2022-05-31T01:00:00.000Z,,,,,,,,,,,,,,,,,,,,,3.52,3,4,,,,,,44.652336,20.931675
RNVM05M6,2022-05-31T01:00:00.000Z,,,,,,,,,,,,,,,,,,,,,3.99,4,4,53.55,,,,,44.796958999999994,20.475288
RQCHFQWB,2022-05-31T01:00:00.000Z,,,,,15.65,,,57,,16.66,,16,,15.96,,,17.44,,16,,5.13,5,5,,,,,,44.798745999999994,20.450184
RQMLY1RN,2022-05-31T01:00:00.000Z,,,,,,,,,,,,,,,,,,,,,2.54,2,3,,,,,,44.011572999999984,20.925031
A5H2PCSZ,2022-05-31T00:00:00.000Z,,17.93,30.49,,26.11,32.03,,86,,29.1,38.11,26,,27.09,32.14,,33.14,38.28,27,,9.21,9,9,,24.15,47.21,,,44.797027,20.528377
AQVRLJYL,2022-05-31T00:00:00.000Z,,26.34,39.75,,42.43,42.26,,116,,44.88,54.67,42,,58.2,42.62,,59.69,55.01,58,,12.87,12,13,,16.7,76.8,,,44.664514,20.928384
A9YQLGCC,2022-05-31T00:00:00.000Z,,13.85,18.51,,20.8,19.51,,67,,22.07,21.52,21,,25.56,19.62,,28.79,21.69,26,,12.08,11,12,,13.3,77.54,,,42.5366089,20.2955676
A2027ZB9,2022-05-31T00:00:00.000Z,,26.5,37.44,,45.5,39.89,,119,,40.72,43.17,46,,55.58,40.26,,47.93,43.45,56,,28.83,27,29,,17.36,75.73,,,44.797027,20.528377
A0VTV4M9,2022-05-31T00:00:00.000Z,,24.88,35.93,,42.1,38.3,,112,,31.57,29.83,42,,50.46,38.61,,36.91,30.07,50,,10.63,10,11,,17.06,81.8,,,44.010408,20.91121
ABZ0QQ65,2022-05-31T00:00:00.000Z,,18.86,33.62,,28.93,35.42,,93,,23.58,30.45,29,,31.3,35.58,,26.46,30.58,31,,12.78,12,13,,25.43,44.71,,,44.664514,20.928384
AHVMMMWN,2022-05-31T00:00:00.000Z,,9.74,14.91,,17.21,15.79,,62,,19.81,18.52,17,,18.48,15.89,,22.78,18.66,18,,11.78,11,12,,14.1,77.36,,,43.0671684,22.4085712
AY1R2WBZ,2022-05-31T00:00:00.000Z,,8.73,14.58,,13.62,15.33,,58,,24.47,25.35,14,,15.23,15.42,,28.76,25.56,15,,2.05,2,2,,20.73,60.66,,,43.0671684,22.4085712
AC8QFXSV,2022-05-31T00:00:00.000Z,,17.07,20.43,,31.53,21.69,,94,,25.63,22.06,32,,35.8,21.93,,32.54,22.31,36,,40.57,38,41,,9.97,82.13,,,43.273598233937264,20.002305028664463
A3QK8XR1,2022-05-31T00:00:00.000Z,,13.87,23.22,,21.06,24.52,,65,,23.26,26.76,21,,25.01,24.65,,29.35,26.93,25,,5.78,5,6,,23.66,54.98,,,44.010408,20.91121
RNVM05M6,2022-05-31T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,5.75,5,6,53.15,,,,,44.796958999999994,20.475288
RQMLY1RN,2022-05-31T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,3.51,3,4,,,,,,44.011572999999984,20.925031
RH91V0ZQ,2022-05-31T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,3.63,3,4,,,,,,44.652336,20.931675
RQCHFQWB,2022-05-31T00:00:00.000Z,,,,,15.39,,,56,,16.66,,15,,15.54,,,17.43,,16,,6.77,6,7,,,,,,44.798745999999994,20.450184
