Device ID,Time [UTC+00:00],PM1 1-Hour Mean Mass Concentration Calibrated [ug/m3],PM1 1-Hour Mean Mass Concentration Raw [ug/m3],PM1 1-Hour Mean Number Concentration [#/cm3],PM2.5 1-Hour Mean Mass Concentration Calibrated [ug/m3],PM2.5 1-Hour Mean Mass Concentration Raw [ug/m3],PM2.5 1-Hour Mean Number Concentration [#/cm3],PM2.5 NowCast Mass Concentration [ug/m3],PM2.5 NowCast AQI (US EPA),PM2.5 24-Hour Rolling Mean Mass Concentration Calibrated [ug/m3],PM2.5 24-Hour Rolling Mean Mass Concentration Raw [ug/m3],PM2.5 24-Hour Rolling Mean Number Concentration [#/cm3],PM2.5 1-Hour Mean AQI (WA DWER),PM10 1-Hour Mean Mass Concentration Calibrated [ug/m3],PM10 1-Hour Mean Mass Concentration Raw [ug/m3],PM10 1-Hour Mean Number Concentration [#/cm3],PM10 24-Hour Rolling Mean Mass Concentration Calibrated [ug/m3],PM10 24-Hour Rolling Mean Mass Concentration Raw [ug/m3],PM10 24-Hour Rolling Mean Number Concentration [#/cm3],PM10 1-Hour Mean AQI (WA DWER),NO2 1-Hour Mean Concentration Calibrated [ppb],NO2 1-Hour Mean Concentration Raw [ppb],NO2 1-Hour Mean AQI (US EPA),NO2 1-Hour Mean AQI (WA DWER),O3 1-Hour Mean Concentration Raw [ppb],Temperature Internal 1-Hour Mean [degC],Rel. Humidity Internal 1-Hour Mean [%],Wind Speed 1-Hour Mean [m/s],Wind Direction 1-Hour Mean [degrees],latitude,longitude
ABZ0QQ65,2022-10-31T18:00:00.000Z,,54.47,134.43,,95.78,143.43,,166,,59.46,92.13,96,,109.97,144.65,,73.05,92.85,110,,16.37,15,16,,20.87,48.69,,,44.664514,20.928384
A5H2PCSZ,2022-10-31T17:00:00.000Z,,54.06,126.09,,96.24,134.83,,172,,65.09,91.55,96,,110.5,136.13,,76.54,92.29,110,,13.44,13,13,,22.14,50.86,,,44.797027,20.528377
AC8QFXSV,2022-10-31T17:00:00.000Z,,21.04,31.51,,37.38,32.95,,83,,18.16,15.19,37,,54.47,33.38,,24.89,15.38,54,,42.08,40,42,,12.08,55.18,,,43.273598233937264,20.002305028664463
AHVMMMWN,2022-10-31T17:00:00.000Z,,37.35,65.72,,58.4,68.84,,142,,60.45,60.55,58,,74.1,69.33,,76.75,61,74,,12.44,12,12,,13.32,61.55,,,43.0671684,22.4085712
ABZ0QQ65,2022-10-31T17:00:00.000Z,,48.25,119.45,,86.2,127.47,,161,,57.63,89.85,86,,99.21,128.62,,71.24,90.54,99,,16.93,16,17,,21.37,47.77,,,44.664514,20.928384
A9YQLGCC,2022-10-31T17:00:00.000Z,,34.47,57.01,,55.24,60.23,,125,,54.37,51.7,55,,78.83,60.95,,78.34,52.32,79,,14.8,14,15,,13.89,63.72,,,42.5366089,20.2955676
A3QK8XR1,2022-10-31T17:00:00.000Z,,88.2,192.02,,153.55,204.27,,184,,74.25,105.38,154,,207.31,206.71,,98.37,106.36,207,,14.9,14,15,,20.1,55.45,,,44.010408,20.91121
A0VTV4M9,2022-10-31T17:00:00.000Z,,,,,,,,,,91.41,102.37,,,,,,114.48,103.36,,,,,,,,,,,44.010408,20.91121
AQVRLJYL,2022-10-31T17:00:00.000Z,,,,,,,,,,,,,,,,,,,,,9.58,9,10,,11.97,75.97,,,44.664514,20.928384
AY1R2WBZ,2022-10-31T17:00:00.000Z,,31.16,56.41,,48.08,59.03,,130,,41.1,48.08,48,,60.64,59.4,,50.54,48.43,61,,5.81,5,6,,18.84,51.44,,,43.0671684,22.4085712
A2027ZB9,2022-10-31T17:00:00.000Z,,74.94,135.86,,146.28,145.44,,192,,125.98,119.94,146,,186.89,147.39,,162.33,121.72,187,,26.66,25,27,,14.65,75.77,,,44.797027,20.528377
A5H2PCSZ,2022-10-31T16:00:00.000Z,,56.28,132.1,,104.83,142,,171,,62.96,88.25,105,,120.42,143.5,,74.24,88.95,120,,12.35,12,12,,22.82,50.42,,,44.797027,20.528377
AHVMMMWN,2022-10-31T16:00:00.000Z,,32.9,61.57,,51.41,64.45,,127,,60.13,59.93,51,,65.58,64.87,,76.36,60.38,66,,11.31,11,11,,16.34,56.12,,,43.0671684,22.4085712
AY1R2WBZ,2022-10-31T16:00:00.000Z,,29.71,52.12,,46.56,54.55,,128,,40.52,47.1,47,,58.15,54.94,,49.65,47.44,58,,10.19,10,10,,18.94,53.22,,,43.0671684,22.4085712
A2027ZB9,2022-10-31T16:00:00.000Z,,71.97,134.51,,145.11,144.46,,189,,125.18,120.16,145,,188.82,146.58,,160.65,121.9,189,,28.48,27,28,,15.7,74.59,,,44.797027,20.528377
AC8QFXSV,2022-10-31T16:00:00.000Z,,12.91,21.35,,23.69,22.29,,62,,18.61,15.59,24,,31.98,22.58,,25.49,15.79,32,,33.85,32,34,,16.03,46.05,,,43.273598233937264,20.002305028664463
ABZ0QQ65,2022-10-31T16:00:00.000Z,,40.19,99.8,,72.14,106.47,,155,,56.2,88.18,72,,81.67,107.39,,69.87,88.84,82,,16.02,15,16,,22.23,46.12,,,44.664514,20.928384
AQVRLJYL,2022-10-31T16:00:00.000Z,,,,,,,,,,,,,,,,,,,,,12.34,12,12,,13.6,74.73,,,44.664514,20.928384
A9YQLGCC,2022-10-31T16:00:00.000Z,,25.03,40.36,,38.41,42.32,,97,,54.29,51.59,38,,53.67,42.71,,78.16,52.2,54,,13.22,12,13,,17.23,56.59,,,42.5366089,20.2955676
A0VTV4M9,2022-10-31T16:00:00.000Z,,58.79,121.45,,94.19,128.08,,,,91.41,102.37,94,,107.82,129.07,,114.48,103.36,108,,10.4,10,10,,18.96,61.81,,,44.010408,20.91121
A3QK8XR1,2022-10-31T16:00:00.000Z,,61.6,136.32,,101.07,144.41,,166,,70.37,100.46,101,,127.2,145.69,,93.27,101.37,127,,18.61,18,19,,20.21,55.6,,,44.010408,20.91121
A5H2PCSZ,2022-10-31T15:00:00.000Z,,49.73,116.09,,91.04,125.2,,166,,60.38,84.5,91,,102.96,126.37,,71.38,85.16,103,,14.39,14,14,,23.49,50.75,,,44.797027,20.528377
AY1R2WBZ,2022-10-31T15:00:00.000Z,,28.52,48.99,,43.92,51.22,,127,,40.01,46.29,44,,55.19,51.57,,48.82,46.63,55,,13.41,13,13,,19.05,54.08,,,43.0671684,22.4085712
A0VTV4M9,2022-10-31T15:00:00.000Z,,,,,,,,,,93.86,104.96,,,,,,118.98,105.99,,,,,,,,,,,44.010408,20.91121
A3QK8XR1,2022-10-31T15:00:00.000Z,,48.68,108.02,,78.4,114.01,,156,,67.96,96.54,78,,97.98,114.97,,90.45,97.42,98,,15.67,15,16,,20.2,55.04,,,44.010408,20.91121
AHVMMMWN,2022-10-31T15:00:00.000Z,,27.08,53.96,,42.09,56.45,,114,,59.76,59.22,42,,52.39,56.79,,75.86,59.67,52,,5.62,5,6,,20.57,48.74,,,43.0671684,22.4085712
A2027ZB9,2022-10-31T15:00:00.000Z,,67.7,129.45,,135.62,138.97,,185,,123.28,119.37,136,,173.18,140.94,,157.48,121.06,173,,27.44,26,27,,16.85,72.52,,,44.797027,20.528377
A9YQLGCC,2022-10-31T15:00:00.000Z,,19.58,36.7,,30.5,38.59,,86,,54.28,51.53,30,,39.21,38.86,,78.05,52.14,39,,4.88,5,5,,23.18,46.3,,,42.5366089,20.2955676
AC8QFXSV,2022-10-31T15:00:00.000Z,,8.11,15.13,,15.34,15.92,,46,,19.47,16.54,15,,21.23,16.12,,26.93,16.74,21,,3.17,3,3,,22.6,34.64,,,43.273598233937264,20.002305028664463
AQVRLJYL,2022-10-31T15:00:00.000Z,,,,,,,,,,,,,,,,,,,,,17.75,17,18,,15.57,72.74,,,44.664514,20.928384
ABZ0QQ65,2022-10-31T15:00:00.000Z,,34.93,86.48,,61.91,92.34,,153,,55.25,87.11,62,,74.32,93.1,,69.09,87.76,74,,13.23,12,13,,23.38,43.95,,,44.664514,20.928384
A5H2PCSZ,2022-10-31T14:00:00.000Z,,45.56,106.97,,83.16,115.32,,164,,58.33,81.4,83,,93.76,116.42,,69.2,82.01,94,,11.71,11,12,,24.1,50.03,,,44.797027,20.528377
A0VTV4M9,2022-10-31T14:00:00.000Z,,,,,,,,,,93.86,104.96,,,,,,118.98,105.99,,,,,,,,,,,44.010408,20.91121
AQVRLJYL,2022-10-31T14:00:00.000Z,,,,,,,,,,,,,,,,,,,,,10.7,10,11,,18.68,67.78,,,44.664514,20.928384
ABZ0QQ65,2022-10-31T14:00:00.000Z,,33.81,82.89,,59.65,88.57,,152,,54.54,86.14,60,,73.16,89.32,,68.37,86.77,73,,8.19,8,8,,24.62,41.59,,,44.664514,20.928384
AY1R2WBZ,2022-10-31T14:00:00.000Z,,29.23,51.7,,44.96,53.95,,132,,39.56,45.63,45,,55.93,54.32,,48.04,45.95,56,,13.32,13,13,,19.21,53.9,,,43.0671684,22.4085712
A3QK8XR1,2022-10-31T14:00:00.000Z,,38.57,81.95,,61.54,86.22,,145,,66.02,93.24,62,,81.17,86.96,,88.12,94.09,81,,11.23,11,11,,20.16,53.82,,,44.010408,20.91121
AC8QFXSV,2022-10-31T14:00:00.000Z,,0.67,4.07,,3,4.31,,27,,19.42,16.5,3,,5.1,4.38,,26.82,16.7,5,,-30.28,,,,27.97,27.11,,,43.273598233937264,20.002305028664463
AHVMMMWN,2022-10-31T14:00:00.000Z,,27.22,57.19,,40.83,59.69,,112,,59.32,58.34,41,,49.35,59.96,,75.21,58.78,49,,-2.38,,,,23.89,42.54,,,43.0671684,22.4085712
A9YQLGCC,2022-10-31T14:00:00.000Z,,11.83,22.69,,17.89,23.69,,,,54.64,52.06,18,,26.31,23.89,,78.58,52.67,26,,-18.03,,,,29.7,33.97,,,42.5366089,20.2955676
A2027ZB9,2022-10-31T14:00:00.000Z,,58.25,114.33,,116.96,123.08,,181,,120.92,117.96,117,,146.02,124.69,,154.16,119.6,146,,20.5,19,20,,17.81,69.97,,,44.797027,20.528377
A5H2PCSZ,2022-10-31T13:00:00.000Z,,42.86,100.87,,75.8,108.52,,162,,56.61,78.69,76,,86.46,109.46,,67.43,79.28,86,,8.34,8,8,,24.51,48.54,,,44.797027,20.528377
AQVRLJYL,2022-10-31T13:00:00.000Z,,,,,,,,,,,,,,,,,,,,,7.34,7,7,,19.71,67.04,,,44.664514,20.928384
A9YQLGCC,2022-10-31T13:00:00.000Z,,,,,,,,,,55,52.52,,,,,,78.83,53.13,,,,,,,,,,,42.5366089,20.2955676
A2027ZB9,2022-10-31T13:00:00.000Z,,54.27,108.11,,108.68,116.3,,180,,118.71,116.45,109,,131.51,117.74,,151.43,118.05,132,,12.89,12,13,,18.38,68.36,,,44.797027,20.528377
A0VTV4M9,2022-10-31T13:00:00.000Z,,,,,,,,,,93.86,104.96,,,,,,118.98,105.99,,,,,,,,,,,44.010408,20.91121
ABZ0QQ65,2022-10-31T13:00:00.000Z,,33.88,83.88,,60.15,89.62,,152,,53.86,85.15,60,,73.81,90.42,,67.6,85.77,74,,6.39,6,6,,24.68,41.29,,,44.664514,20.928384
AHVMMMWN,2022-10-31T13:00:00.000Z,,23.16,45.82,,34.75,47.72,,109,,59.27,57.88,35,,40.35,47.91,,75.17,58.33,40,,-7.63,,,,25.33,40.91,,,43.0671684,22.4085712
AY1R2WBZ,2022-10-31T13:00:00.000Z,,30.65,55.48,,47.67,58.07,,139,,39.15,44.93,48,,60.93,58.53,,47.3,45.25,61,,14.81,14,15,,19.33,54.2,,,43.0671684,22.4085712
AC8QFXSV,2022-10-31T13:00:00.000Z,,2,6.75,,6.21,7.1,,42,,19.53,16.62,6,,9.94,7.26,,26.95,16.82,10,,-49.51,,,,29.75,25.2,,,43.273598233937264,20.002305028664463
A3QK8XR1,2022-10-31T13:00:00.000Z,,30.28,56.43,,47.39,59.22,,130,,64.8,91.13,47,,65.5,59.73,,86.46,91.96,66,,10.2,10,10,,20.12,53.02,,,44.010408,20.91121
A5H2PCSZ,2022-10-31T12:00:00.000Z,,42.53,101.47,,75.4,108.9,,162,,55.25,76.31,75,,84.66,109.89,,66.02,76.87,85,,5.68,5,6,,25.09,47.06,,,44.797027,20.528377
A9YQLGCC,2022-10-31T12:00:00.000Z,,,,,,,,,,55,52.52,,,,,,78.83,53.13,,,,,,,,,,,42.5366089,20.2955676
AC8QFXSV,2022-10-31T12:00:00.000Z,,6.69,14.92,,14.28,15.8,,55,,19.35,16.45,14,,22.47,16.09,,26.63,16.65,22,,-60.14,,,,29.79,26.69,,,43.273598233937264,20.002305028664463
A3QK8XR1,2022-10-31T12:00:00.000Z,,27.72,48.15,,42.59,50.55,,130,,64.19,90.15,43,,59.82,51,,85.44,90.97,60,,10.4,10,10,,20.01,52.86,,,44.010408,20.91121
AQVRLJYL,2022-10-31T12:00:00.000Z,,,,,,,,,,,,,,,,,,,,,6.54,6,7,,18.92,68.98,,,44.664514,20.928384
A2027ZB9,2022-10-31T12:00:00.000Z,,55.29,111.42,,109.42,119.57,,180,,116.26,114.12,109,,135.28,121.11,,148.5,115.67,135,,9.51,9,10,,19.05,66.6,,,44.797027,20.528377
AY1R2WBZ,2022-10-31T12:00:00.000Z,,35.4,71.72,,55.16,75.23,,147,,38.65,44.14,55,,71.87,75.79,,46.43,44.45,72,,15.66,15,16,,19.37,53.6,,,43.0671684,22.4085712
A0VTV4M9,2022-10-31T12:00:00.000Z,,27.55,45.06,,42.57,47.11,,,,93.86,104.96,43,,53.51,47.46,,118.98,105.99,54,,-16.21,,,,19.88,53.84,,,44.010408,20.91121
AHVMMMWN,2022-10-31T12:00:00.000Z,,21.53,39.89,,31.7,41.62,,119,,58.64,56.86,32,,36.12,41.79,,74.39,57.3,36,,-11.12,,,,24.74,42.72,,,43.0671684,22.4085712
ABZ0QQ65,2022-10-31T12:00:00.000Z,,33.9,85.35,,60.7,91.02,,152,,53.19,84.1,61,,74.65,91.82,,66.8,84.69,75,,8.78,8,9,,23.03,44.07,,,44.664514,20.928384
A5H2PCSZ,2022-10-31T11:00:00.000Z,,42.4,101.12,,76.3,108.54,,163,,53.96,74.02,76,,87.5,109.6,,64.73,74.55,88,,5.19,5,5,,25.3,47.13,,,44.797027,20.528377
AC8QFXSV,2022-10-31T11:00:00.000Z,,6.05,13.42,,13.05,14.2,,54,,18.8,15.88,13,,21,14.46,,25.74,16.06,21,,-66.68,,,,28.95,29.53,,,43.273598233937264,20.002305028664463
AHVMMMWN,2022-10-31T11:00:00.000Z,,24.5,46.48,,36.64,48.59,,147,,58.07,56.08,37,,42.95,48.79,,73.7,56.52,43,,-10.63,,,,22.8,46.7,,,43.0671684,22.4085712
ABZ0QQ65,2022-10-31T11:00:00.000Z,,33.93,85.92,,62.32,91.73,,151,,52.52,83.1,62,,76.31,92.66,,66.02,83.68,76,,12.22,12,12,,21.35,47.27,,,44.664514,20.928384
A9YQLGCC,2022-10-31T11:00:00.000Z,,,,,,,,,,55,52.52,,,,,,78.83,53.13,,,,,,,,,,,42.5366089,20.2955676
A3QK8XR1,2022-10-31T11:00:00.000Z,,29.08,52.12,,44.6,54.52,,142,,63.74,89.48,45,,60.62,54.95,,84.68,90.29,61,,11.85,11,12,,19.89,53.42,,,44.010408,20.91121
A0VTV4M9,2022-10-31T11:00:00.000Z,,,,,,,,,,93.71,104.4,,,,,,118.61,105.43,,,,,,,,,,,44.010408,20.91121
AQVRLJYL,2022-10-31T11:00:00.000Z,,,,,,,,,,,,,,,,,,,,,7.45,7,7,,14.91,75.44,,,44.664514,20.928384
AY1R2WBZ,2022-10-31T11:00:00.000Z,,34.3,68.18,,53.7,71.55,,145,,38.04,42.91,54,,70.91,72.09,,45.47,43.21,71,,17.34,16,17,,19.38,53.39,,,43.0671684,22.4085712
A2027ZB9,2022-10-31T11:00:00.000Z,,54.75,109.4,,107.74,117.35,,181,,113.65,111.31,108,,132.78,118.83,,145.26,112.81,133,,7.04,7,7,,18.86,66.12,,,44.797027,20.528377
A5H2PCSZ,2022-10-31T10:00:00.000Z,,44.95,106.94,,80.41,114.83,,165,,52.64,71.8,80,,93.94,115.95,,63.38,72.31,94,,1.91,2,2,,25.6,45.58,,,44.797027,20.528377
AHVMMMWN,2022-10-31T10:00:00.000Z,,30.27,57.37,,45.35,59.88,,159,,57.28,54.95,45,,55.57,60.19,,72.72,55.39,56,,-7.5,,,,19.88,55.34,,,43.0671684,22.4085712
AY1R2WBZ,2022-10-31T10:00:00.000Z,,33.03,63.63,,51.94,66.67,,144,,37.61,42.03,52,,67.58,67.19,,44.71,42.31,68,,17.4,16,17,,19.33,51.9,,,43.0671684,22.4085712
A2027ZB9,2022-10-31T10:00:00.000Z,,51.63,104.81,,105.98,112.77,,182,,112.23,110.46,106,,134.12,114.35,,143.45,111.94,134,,-4.21,,,,19.29,63.62,,,44.797027,20.528377
AC8QFXSV,2022-10-31T10:00:00.000Z,,4.14,8.8,,8.55,9.24,,56,,18.62,15.72,9,,11.5,9.35,,25.36,15.9,12,,-58.01,,,,25.94,34.58,,,43.273598233937264,20.002305028664463
ABZ0QQ65,2022-10-31T10:00:00.000Z,,33.67,83.54,,59.6,89.13,,148,,51.83,82.16,60,,73.75,89.95,,65.25,82.72,74,,12.35,12,12,,21.18,47.62,,,44.664514,20.928384
AQVRLJYL,2022-10-31T10:00:00.000Z,,,,,,,,,,,,,,,,,,,,,9.42,9,9,,14.09,78.18,,,44.664514,20.928384
A9YQLGCC,2022-10-31T10:00:00.000Z,,25.67,51.52,,40.41,54.31,,165,,54,52.15,40,,57.1,54.91,,77.09,52.75,57,,-18.99,,,,24.91,44.89,,,42.5366089,20.2955676
A0VTV4M9,2022-10-31T10:00:00.000Z,,,,,,,,,,93.71,104.4,,,,,,118.61,105.43,,,,,,,,,,,44.010408,20.91121
A3QK8XR1,2022-10-31T10:00:00.000Z,,32.82,63.99,,51.65,67.27,,152,,63.26,88.73,52,,73.23,67.9,,83.96,89.54,73,,11.83,11,12,,19.78,52.68,,,44.010408,20.91121
A5H2PCSZ,2022-10-31T09:00:00.000Z,,53.24,125.69,,90.62,134.52,,166,,51.15,69.29,91,,103.46,135.6,,61.75,69.77,103,,-2.78,,,,25.92,44.2,,,44.797027,20.528377
